step,tag,value
17651,Grad_Norm_Post/Seg,0.12148077040910721
17701,Grad_Norm_Post/Seg,0.10225129872560501
17751,Grad_Norm_Post/Seg,0.10697662085294724
17801,Grad_Norm_Post/Seg,0.12083319574594498
17851,Grad_Norm_Post/Seg,0.18077631294727325
17901,Grad_Norm_Post/Seg,0.12336511164903641
17951,Grad_Norm_Post/Seg,0.1354009062051773
18001,Grad_Norm_Post/Seg,0.18324346840381622
18051,Grad_Norm_Post/Seg,0.15417514741420746
18101,Grad_Norm_Post/Seg,0.12848448753356934
18151,Grad_Norm_Post/Seg,0.1631660759449005
18201,Grad_Norm_Post/Seg,0.1162455603480339
18251,Grad_Norm_Post/Seg,0.18383483588695526
18301,Grad_Norm_Post/Seg,0.16062325239181519
18351,Grad_Norm_Post/Seg,0.11571947485208511
18401,Grad_Norm_Post/Seg,0.13990771770477295
18451,Grad_Norm_Post/Seg,0.12924453616142273
18501,Grad_Norm_Post/Seg,0.16509310901165009
18551,Grad_Norm_Post/Seg,0.12736986577510834
18601,Grad_Norm_Post/Seg,0.22584117949008942
18651,Grad_Norm_Post/Seg,0.10463409870862961
18701,Grad_Norm_Post/Seg,0.13584023714065552
18751,Grad_Norm_Post/Seg,0.1307404488325119
18801,Grad_Norm_Post/Seg,0.12659229338169098
18851,Grad_Norm_Post/Seg,0.1256745606660843
18901,Grad_Norm_Post/Seg,0.22965441644191742
18951,Grad_Norm_Post/Seg,0.11186782270669937
19001,Grad_Norm_Post/Seg,0.10324086248874664
19051,Grad_Norm_Post/Seg,0.148136705160141
19101,Grad_Norm_Post/Seg,0.12771965563297272
19151,Grad_Norm_Post/Seg,0.13282901048660278
19201,Grad_Norm_Post/Seg,0.10703366994857788
19251,Grad_Norm_Post/Seg,0.15705010294914246
19301,Grad_Norm_Post/Seg,0.1249280720949173
19351,Grad_Norm_Post/Seg,0.13565009832382202
19401,Grad_Norm_Post/Seg,0.08363386243581772
19451,Grad_Norm_Post/Seg,0.15200874209403992
19501,Grad_Norm_Post/Seg,0.10717273503541946
19544,Grad_Norm_Post/Seg,0.16584113240242004
19594,Grad_Norm_Post/Seg,0.13013356924057007
19644,Grad_Norm_Post/Seg,0.16293032467365265
19694,Grad_Norm_Post/Seg,0.18634355068206787
19744,Grad_Norm_Post/Seg,0.19782303273677826
19794,Grad_Norm_Post/Seg,0.11281300336122513
19844,Grad_Norm_Post/Seg,0.15212634205818176
19894,Grad_Norm_Post/Seg,0.1405370980501175
19944,Grad_Norm_Post/Seg,0.1189548522233963
19994,Grad_Norm_Post/Seg,0.12158993631601334
20044,Grad_Norm_Post/Seg,0.13041622936725616
20094,Grad_Norm_Post/Seg,0.1290978193283081
20144,Grad_Norm_Post/Seg,0.13325569033622742
20194,Grad_Norm_Post/Seg,0.13289976119995117
20244,Grad_Norm_Post/Seg,0.18185634911060333
20294,Grad_Norm_Post/Seg,0.1735907644033432
20344,Grad_Norm_Post/Seg,0.11482430249452591
20394,Grad_Norm_Post/Seg,0.118795245885849
20444,Grad_Norm_Post/Seg,0.15131424367427826
20494,Grad_Norm_Post/Seg,0.18488340079784393
20544,Grad_Norm_Post/Seg,0.12443229556083679
20594,Grad_Norm_Post/Seg,0.10425539314746857
20644,Grad_Norm_Post/Seg,0.12419793754816055
20694,Grad_Norm_Post/Seg,0.15626034140586853
20744,Grad_Norm_Post/Seg,0.1077491044998169
20794,Grad_Norm_Post/Seg,0.12798552215099335
20844,Grad_Norm_Post/Seg,0.14225167036056519
20894,Grad_Norm_Post/Seg,0.18507450819015503
20944,Grad_Norm_Post/Seg,0.11788172274827957
20994,Grad_Norm_Post/Seg,0.12139161676168442
21044,Grad_Norm_Post/Seg,0.10005383938550949
21094,Grad_Norm_Post/Seg,0.10207000374794006
21144,Grad_Norm_Post/Seg,0.14697621762752533
21194,Grad_Norm_Post/Seg,0.11237499117851257
21244,Grad_Norm_Post/Seg,0.11458146572113037
21294,Grad_Norm_Post/Seg,0.13582107424736023
21344,Grad_Norm_Post/Seg,0.10686247050762177
21394,Grad_Norm_Post/Seg,0.1924399435520172
21444,Grad_Norm_Post/Seg,0.12418832629919052
21494,Grad_Norm_Post/Seg,0.21634770929813385
21544,Grad_Norm_Post/Seg,0.11526237428188324
21594,Grad_Norm_Post/Seg,0.1708838790655136
21644,Grad_Norm_Post/Seg,0.09795677661895752
21694,Grad_Norm_Post/Seg,0.13672776520252228
21744,Grad_Norm_Post/Seg,0.11525221168994904
21794,Grad_Norm_Post/Seg,0.11878088116645813
21844,Grad_Norm_Post/Seg,0.09068812429904938
21894,Grad_Norm_Post/Seg,0.11886078864336014
21944,Grad_Norm_Post/Seg,0.24598678946495056
21987,Grad_Norm_Post/Seg,0.1229715645313263
22037,Grad_Norm_Post/Seg,0.12492521107196808
22087,Grad_Norm_Post/Seg,0.13759854435920715
22137,Grad_Norm_Post/Seg,0.12657234072685242
22187,Grad_Norm_Post/Seg,0.16389109194278717
22237,Grad_Norm_Post/Seg,0.08673014491796494
22287,Grad_Norm_Post/Seg,0.11771015077829361
22337,Grad_Norm_Post/Seg,0.12167612463235855
22387,Grad_Norm_Post/Seg,0.1108359694480896
22437,Grad_Norm_Post/Seg,0.10075505077838898
22487,Grad_Norm_Post/Seg,0.18652473390102386
22537,Grad_Norm_Post/Seg,0.16053710877895355
22587,Grad_Norm_Post/Seg,0.15447868406772614
22637,Grad_Norm_Post/Seg,0.17753209173679352
22687,Grad_Norm_Post/Seg,0.12394295632839203
22737,Grad_Norm_Post/Seg,0.10315817594528198
22787,Grad_Norm_Post/Seg,0.1329192966222763
22837,Grad_Norm_Post/Seg,0.12066885828971863
22887,Grad_Norm_Post/Seg,0.10915175080299377
22937,Grad_Norm_Post/Seg,0.1165211871266365
22987,Grad_Norm_Post/Seg,0.11162448674440384
23037,Grad_Norm_Post/Seg,0.1498573124408722
23087,Grad_Norm_Post/Seg,0.09848511219024658
23137,Grad_Norm_Post/Seg,0.13814300298690796
23187,Grad_Norm_Post/Seg,0.22261254489421844
23237,Grad_Norm_Post/Seg,0.12839777767658234
23287,Grad_Norm_Post/Seg,0.1358669102191925
23337,Grad_Norm_Post/Seg,0.12492989748716354
23387,Grad_Norm_Post/Seg,0.10780519247055054
23437,Grad_Norm_Post/Seg,0.11021138727664948
23487,Grad_Norm_Post/Seg,0.14536204934120178
23537,Grad_Norm_Post/Seg,0.17229050397872925
23587,Grad_Norm_Post/Seg,0.13584788143634796
23637,Grad_Norm_Post/Seg,0.12553468346595764
23687,Grad_Norm_Post/Seg,0.13967013359069824
23737,Grad_Norm_Post/Seg,0.09712006151676178
23787,Grad_Norm_Post/Seg,0.11747794598340988
23837,Grad_Norm_Post/Seg,0.1672041416168213
23887,Grad_Norm_Post/Seg,0.12835127115249634
23937,Grad_Norm_Post/Seg,0.08322829753160477
23987,Grad_Norm_Post/Seg,0.11343888938426971
24037,Grad_Norm_Post/Seg,0.20160366594791412
0,Grad_Norm_Post/Stereo,9.999998092651367
50,Grad_Norm_Post/Stereo,7.541710376739502
100,Grad_Norm_Post/Stereo,9.238412857055664
150,Grad_Norm_Post/Stereo,5.800825119018555
200,Grad_Norm_Post/Stereo,4.705479145050049
250,Grad_Norm_Post/Stereo,3.935332775115967
300,Grad_Norm_Post/Stereo,7.236982345581055
350,Grad_Norm_Post/Stereo,4.628133773803711
400,Grad_Norm_Post/Stereo,7.4604058265686035
450,Grad_Norm_Post/Stereo,4.062675952911377
500,Grad_Norm_Post/Stereo,4.1659650802612305
550,Grad_Norm_Post/Stereo,4.116274356842041
600,Grad_Norm_Post/Stereo,4.0420708656311035
650,Grad_Norm_Post/Stereo,2.886040449142456
700,Grad_Norm_Post/Stereo,4.7273383140563965
750,Grad_Norm_Post/Stereo,8.619141578674316
800,Grad_Norm_Post/Stereo,7.44906759262085
850,Grad_Norm_Post/Stereo,9.999999046325684
900,Grad_Norm_Post/Stereo,7.500535011291504
950,Grad_Norm_Post/Stereo,3.6046581268310547
1000,Grad_Norm_Post/Stereo,5.665882587432861
1050,Grad_Norm_Post/Stereo,5.121767520904541
1100,Grad_Norm_Post/Stereo,8.919296264648438
1150,Grad_Norm_Post/Stereo,6.48213529586792
1200,Grad_Norm_Post/Stereo,6.1232099533081055
1250,Grad_Norm_Post/Stereo,9.999998092651367
1300,Grad_Norm_Post/Stereo,4.014884948730469
1350,Grad_Norm_Post/Stereo,3.4234414100646973
1400,Grad_Norm_Post/Stereo,1.8394304513931274
1450,Grad_Norm_Post/Stereo,2.9727184772491455
1500,Grad_Norm_Post/Stereo,3.9468994140625
1550,Grad_Norm_Post/Stereo,2.165635108947754
1600,Grad_Norm_Post/Stereo,10.0
1650,Grad_Norm_Post/Stereo,5.22513484954834
1700,Grad_Norm_Post/Stereo,10.0
1750,Grad_Norm_Post/Stereo,10.0
1800,Grad_Norm_Post/Stereo,10.000000953674316
1850,Grad_Norm_Post/Stereo,2.4112982749938965
1900,Grad_Norm_Post/Stereo,2.700329065322876
1950,Grad_Norm_Post/Stereo,9.999998092651367
2000,Grad_Norm_Post/Stereo,7.245953559875488
2050,Grad_Norm_Post/Stereo,5.235185146331787
2100,Grad_Norm_Post/Stereo,3.7846994400024414
2150,Grad_Norm_Post/Stereo,9.999998092651367
2200,Grad_Norm_Post/Stereo,10.0
2250,Grad_Norm_Post/Stereo,3.932173490524292
2300,Grad_Norm_Post/Stereo,8.65744686126709
2350,Grad_Norm_Post/Stereo,9.999998092651367
2400,Grad_Norm_Post/Stereo,7.772933483123779
2443,Grad_Norm_Post/Stereo,7.97121524810791
2493,Grad_Norm_Post/Stereo,9.999999046325684
2543,Grad_Norm_Post/Stereo,5.374505043029785
2593,Grad_Norm_Post/Stereo,2.4549574851989746
2643,Grad_Norm_Post/Stereo,10.000000953674316
2693,Grad_Norm_Post/Stereo,9.999999046325684
2743,Grad_Norm_Post/Stereo,4.797730922698975
2793,Grad_Norm_Post/Stereo,6.347127437591553
2843,Grad_Norm_Post/Stereo,7.110951900482178
2893,Grad_Norm_Post/Stereo,9.999999046325684
2943,Grad_Norm_Post/Stereo,9.529553413391113
2993,Grad_Norm_Post/Stereo,2.2666075229644775
3043,Grad_Norm_Post/Stereo,9.999999046325684
3093,Grad_Norm_Post/Stereo,8.630423545837402
3143,Grad_Norm_Post/Stereo,9.999998092651367
3193,Grad_Norm_Post/Stereo,9.956779479980469
3243,Grad_Norm_Post/Stereo,10.0
3293,Grad_Norm_Post/Stereo,10.0
3343,Grad_Norm_Post/Stereo,4.509083271026611
3393,Grad_Norm_Post/Stereo,10.0
3443,Grad_Norm_Post/Stereo,10.000000953674316
3493,Grad_Norm_Post/Stereo,2.9992570877075195
3543,Grad_Norm_Post/Stereo,9.999998092651367
3593,Grad_Norm_Post/Stereo,10.0
3643,Grad_Norm_Post/Stereo,10.0
3693,Grad_Norm_Post/Stereo,9.999998092651367
3743,Grad_Norm_Post/Stereo,4.20155143737793
3793,Grad_Norm_Post/Stereo,9.999999046325684
3843,Grad_Norm_Post/Stereo,6.778863906860352
3893,Grad_Norm_Post/Stereo,5.437331199645996
3943,Grad_Norm_Post/Stereo,5.345696926116943
3993,Grad_Norm_Post/Stereo,8.894343376159668
4043,Grad_Norm_Post/Stereo,6.178865432739258
4093,Grad_Norm_Post/Stereo,10.000000953674316
4143,Grad_Norm_Post/Stereo,10.0
4193,Grad_Norm_Post/Stereo,1.369499921798706
4243,Grad_Norm_Post/Stereo,2.571871042251587
4293,Grad_Norm_Post/Stereo,9.999999046325684
4343,Grad_Norm_Post/Stereo,3.2818140983581543
4393,Grad_Norm_Post/Stereo,9.999998092651367
4443,Grad_Norm_Post/Stereo,9.999999046325684
4493,Grad_Norm_Post/Stereo,9.999998092651367
4543,Grad_Norm_Post/Stereo,3.641627311706543
4593,Grad_Norm_Post/Stereo,10.0
4643,Grad_Norm_Post/Stereo,9.999999046325684
4693,Grad_Norm_Post/Stereo,2.284205436706543
4743,Grad_Norm_Post/Stereo,9.999999046325684
4793,Grad_Norm_Post/Stereo,4.75652551651001
4843,Grad_Norm_Post/Stereo,4.035612106323242
4886,Grad_Norm_Post/Stereo,9.999999046325684
4936,Grad_Norm_Post/Stereo,3.9471256732940674
4986,Grad_Norm_Post/Stereo,9.999999046325684
5036,Grad_Norm_Post/Stereo,4.197589874267578
5086,Grad_Norm_Post/Stereo,9.999998092651367
5136,Grad_Norm_Post/Stereo,4.182658672332764
5186,Grad_Norm_Post/Stereo,9.627144813537598
5236,Grad_Norm_Post/Stereo,2.646066188812256
5286,Grad_Norm_Post/Stereo,8.027679443359375
5336,Grad_Norm_Post/Stereo,4.655170917510986
5386,Grad_Norm_Post/Stereo,9.999998092651367
5436,Grad_Norm_Post/Stereo,6.033323764801025
5486,Grad_Norm_Post/Stereo,10.0
5536,Grad_Norm_Post/Stereo,10.000000953674316
5586,Grad_Norm_Post/Stereo,3.231722354888916
5636,Grad_Norm_Post/Stereo,7.527301788330078
5686,Grad_Norm_Post/Stereo,8.965595245361328
5736,Grad_Norm_Post/Stereo,10.0
5786,Grad_Norm_Post/Stereo,10.0
5836,Grad_Norm_Post/Stereo,9.999999046325684
5886,Grad_Norm_Post/Stereo,5.958539962768555
5936,Grad_Norm_Post/Stereo,2.0991764068603516
5986,Grad_Norm_Post/Stereo,3.411367416381836
6036,Grad_Norm_Post/Stereo,8.256685256958008
6086,Grad_Norm_Post/Stereo,10.0
6136,Grad_Norm_Post/Stereo,9.999998092651367
6186,Grad_Norm_Post/Stereo,9.999998092651367
6236,Grad_Norm_Post/Stereo,3.511549472808838
6286,Grad_Norm_Post/Stereo,3.0014760494232178
6336,Grad_Norm_Post/Stereo,10.000000953674316
6386,Grad_Norm_Post/Stereo,10.0
6436,Grad_Norm_Post/Stereo,4.72138786315918
6486,Grad_Norm_Post/Stereo,4.48000955581665
6536,Grad_Norm_Post/Stereo,5.17785120010376
6586,Grad_Norm_Post/Stereo,10.0
6636,Grad_Norm_Post/Stereo,1.9339667558670044
6686,Grad_Norm_Post/Stereo,4.038095951080322
6736,Grad_Norm_Post/Stereo,9.999999046325684
6786,Grad_Norm_Post/Stereo,9.999998092651367
6836,Grad_Norm_Post/Stereo,10.0
6886,Grad_Norm_Post/Stereo,8.629053115844727
6936,Grad_Norm_Post/Stereo,10.0
6986,Grad_Norm_Post/Stereo,2.4694361686706543
7036,Grad_Norm_Post/Stereo,5.984305381774902
7086,Grad_Norm_Post/Stereo,3.27099871635437
7136,Grad_Norm_Post/Stereo,2.8779759407043457
7186,Grad_Norm_Post/Stereo,2.6766817569732666
7236,Grad_Norm_Post/Stereo,3.6845595836639404
7286,Grad_Norm_Post/Stereo,4.483050346374512
7329,Grad_Norm_Post/Stereo,10.000000953674316
7379,Grad_Norm_Post/Stereo,6.037302017211914
7429,Grad_Norm_Post/Stereo,9.661022186279297
7479,Grad_Norm_Post/Stereo,9.01459789276123
7529,Grad_Norm_Post/Stereo,5.428951263427734
7579,Grad_Norm_Post/Stereo,10.0
7629,Grad_Norm_Post/Stereo,10.0
7679,Grad_Norm_Post/Stereo,10.000001907348633
7729,Grad_Norm_Post/Stereo,4.851133346557617
7779,Grad_Norm_Post/Stereo,9.999999046325684
7829,Grad_Norm_Post/Stereo,3.9606308937072754
7879,Grad_Norm_Post/Stereo,9.999998092651367
7929,Grad_Norm_Post/Stereo,4.860551357269287
7979,Grad_Norm_Post/Stereo,9.999999046325684
8029,Grad_Norm_Post/Stereo,9.999999046325684
8079,Grad_Norm_Post/Stereo,9.122916221618652
8129,Grad_Norm_Post/Stereo,3.4251694679260254
8179,Grad_Norm_Post/Stereo,7.13544225692749
8229,Grad_Norm_Post/Stereo,9.999999046325684
8279,Grad_Norm_Post/Stereo,10.0
8329,Grad_Norm_Post/Stereo,3.1840829849243164
8379,Grad_Norm_Post/Stereo,3.8544774055480957
8429,Grad_Norm_Post/Stereo,9.999999046325684
8479,Grad_Norm_Post/Stereo,9.999999046325684
8529,Grad_Norm_Post/Stereo,9.999999046325684
8579,Grad_Norm_Post/Stereo,4.394708156585693
8629,Grad_Norm_Post/Stereo,4.240299701690674
8679,Grad_Norm_Post/Stereo,3.522671937942505
8729,Grad_Norm_Post/Stereo,9.999999046325684
8779,Grad_Norm_Post/Stereo,2.229783296585083
8829,Grad_Norm_Post/Stereo,3.0695645809173584
8879,Grad_Norm_Post/Stereo,6.865078926086426
8929,Grad_Norm_Post/Stereo,10.0
8979,Grad_Norm_Post/Stereo,4.048004150390625
9029,Grad_Norm_Post/Stereo,8.102265357971191
9079,Grad_Norm_Post/Stereo,4.7268781661987305
9129,Grad_Norm_Post/Stereo,6.949443340301514
9179,Grad_Norm_Post/Stereo,4.938037872314453
9229,Grad_Norm_Post/Stereo,9.140236854553223
9279,Grad_Norm_Post/Stereo,6.187546253204346
9329,Grad_Norm_Post/Stereo,6.077021598815918
9379,Grad_Norm_Post/Stereo,9.999999046325684
9429,Grad_Norm_Post/Stereo,9.999998092651367
9479,Grad_Norm_Post/Stereo,4.586578369140625
9529,Grad_Norm_Post/Stereo,9.999999046325684
9579,Grad_Norm_Post/Stereo,4.81187629699707
9629,Grad_Norm_Post/Stereo,9.999998092651367
9679,Grad_Norm_Post/Stereo,6.7223920822143555
9729,Grad_Norm_Post/Stereo,9.196001052856445
9772,Grad_Norm_Post/Stereo,9.80899715423584
9822,Grad_Norm_Post/Stereo,4.309586524963379
9872,Grad_Norm_Post/Stereo,2.524853229522705
9922,Grad_Norm_Post/Stereo,10.0
9972,Grad_Norm_Post/Stereo,10.0
10022,Grad_Norm_Post/Stereo,10.000000953674316
10072,Grad_Norm_Post/Stereo,8.998311996459961
10122,Grad_Norm_Post/Stereo,9.999998092651367
10172,Grad_Norm_Post/Stereo,7.925218105316162
10222,Grad_Norm_Post/Stereo,9.999998092651367
10272,Grad_Norm_Post/Stereo,2.878042459487915
10322,Grad_Norm_Post/Stereo,6.558370590209961
10372,Grad_Norm_Post/Stereo,3.6353344917297363
10422,Grad_Norm_Post/Stereo,2.81374454498291
10472,Grad_Norm_Post/Stereo,4.583902359008789
10522,Grad_Norm_Post/Stereo,8.122854232788086
10572,Grad_Norm_Post/Stereo,4.626036643981934
10622,Grad_Norm_Post/Stereo,9.999999046325684
10672,Grad_Norm_Post/Stereo,6.198604106903076
10722,Grad_Norm_Post/Stereo,7.912911891937256
10772,Grad_Norm_Post/Stereo,7.671265602111816
10822,Grad_Norm_Post/Stereo,10.000000953674316
10872,Grad_Norm_Post/Stereo,10.0
10922,Grad_Norm_Post/Stereo,7.405264377593994
10972,Grad_Norm_Post/Stereo,9.999999046325684
11022,Grad_Norm_Post/Stereo,2.7762269973754883
11072,Grad_Norm_Post/Stereo,10.0
11122,Grad_Norm_Post/Stereo,10.0
11172,Grad_Norm_Post/Stereo,10.0
11222,Grad_Norm_Post/Stereo,10.0
11272,Grad_Norm_Post/Stereo,6.622854709625244
11322,Grad_Norm_Post/Stereo,10.0
11372,Grad_Norm_Post/Stereo,2.5506391525268555
11422,Grad_Norm_Post/Stereo,7.849237442016602
11472,Grad_Norm_Post/Stereo,10.000000953674316
11522,Grad_Norm_Post/Stereo,9.999999046325684
11572,Grad_Norm_Post/Stereo,9.999999046325684
11622,Grad_Norm_Post/Stereo,9.999999046325684
11672,Grad_Norm_Post/Stereo,4.932340621948242
11722,Grad_Norm_Post/Stereo,2.5483651161193848
11772,Grad_Norm_Post/Stereo,6.6339569091796875
11822,Grad_Norm_Post/Stereo,3.5233852863311768
11872,Grad_Norm_Post/Stereo,9.99999713897705
11922,Grad_Norm_Post/Stereo,9.999999046325684
11972,Grad_Norm_Post/Stereo,7.195181369781494
12022,Grad_Norm_Post/Stereo,2.5749168395996094
12072,Grad_Norm_Post/Stereo,5.992408275604248
12122,Grad_Norm_Post/Stereo,10.0
12172,Grad_Norm_Post/Stereo,8.43575382232666
12215,Grad_Norm_Post/Stereo,9.999999046325684
12265,Grad_Norm_Post/Stereo,9.999999046325684
12315,Grad_Norm_Post/Stereo,9.999998092651367
12365,Grad_Norm_Post/Stereo,9.999999046325684
12415,Grad_Norm_Post/Stereo,10.000000953674316
12465,Grad_Norm_Post/Stereo,9.763130187988281
12515,Grad_Norm_Post/Stereo,10.0
12565,Grad_Norm_Post/Stereo,9.999999046325684
12615,Grad_Norm_Post/Stereo,4.646828651428223
12665,Grad_Norm_Post/Stereo,7.6167311668396
12715,Grad_Norm_Post/Stereo,2.538926124572754
12765,Grad_Norm_Post/Stereo,10.000000953674316
12815,Grad_Norm_Post/Stereo,10.0
12865,Grad_Norm_Post/Stereo,7.915014743804932
12915,Grad_Norm_Post/Stereo,9.999998092651367
12965,Grad_Norm_Post/Stereo,9.999999046325684
13015,Grad_Norm_Post/Stereo,10.0
13065,Grad_Norm_Post/Stereo,5.165887832641602
13115,Grad_Norm_Post/Stereo,10.000000953674316
13165,Grad_Norm_Post/Stereo,9.999999046325684
13215,Grad_Norm_Post/Stereo,1.3436936140060425
13265,Grad_Norm_Post/Stereo,7.327733516693115
13315,Grad_Norm_Post/Stereo,4.0800347328186035
13365,Grad_Norm_Post/Stereo,2.249837636947632
13415,Grad_Norm_Post/Stereo,3.3065195083618164
13465,Grad_Norm_Post/Stereo,10.0
13515,Grad_Norm_Post/Stereo,9.999999046325684
13565,Grad_Norm_Post/Stereo,9.999999046325684
13615,Grad_Norm_Post/Stereo,9.999999046325684
13665,Grad_Norm_Post/Stereo,7.390367031097412
13715,Grad_Norm_Post/Stereo,5.200534343719482
13765,Grad_Norm_Post/Stereo,10.0
13815,Grad_Norm_Post/Stereo,3.8550262451171875
13865,Grad_Norm_Post/Stereo,3.6683037281036377
13915,Grad_Norm_Post/Stereo,9.999998092651367
13965,Grad_Norm_Post/Stereo,4.952706336975098
14015,Grad_Norm_Post/Stereo,9.999999046325684
14065,Grad_Norm_Post/Stereo,8.36162281036377
14115,Grad_Norm_Post/Stereo,9.999999046325684
14165,Grad_Norm_Post/Stereo,9.999999046325684
14215,Grad_Norm_Post/Stereo,10.0
14265,Grad_Norm_Post/Stereo,9.999998092651367
14315,Grad_Norm_Post/Stereo,3.490246295928955
14365,Grad_Norm_Post/Stereo,9.999999046325684
14415,Grad_Norm_Post/Stereo,7.734699726104736
14465,Grad_Norm_Post/Stereo,9.999999046325684
14515,Grad_Norm_Post/Stereo,5.05136251449585
14565,Grad_Norm_Post/Stereo,8.573683738708496
14615,Grad_Norm_Post/Stereo,5.737040996551514
14658,Grad_Norm_Post/Stereo,5.344067573547363
14708,Grad_Norm_Post/Stereo,9.99999713897705
14758,Grad_Norm_Post/Stereo,9.999999046325684
14808,Grad_Norm_Post/Stereo,9.01039981842041
14858,Grad_Norm_Post/Stereo,8.869089126586914
14908,Grad_Norm_Post/Stereo,4.229676246643066
14958,Grad_Norm_Post/Stereo,10.000000953674316
15008,Grad_Norm_Post/Stereo,1.7206131219863892
15058,Grad_Norm_Post/Stereo,4.9553704261779785
15108,Grad_Norm_Post/Stereo,8.020873069763184
15158,Grad_Norm_Post/Stereo,9.999999046325684
15208,Grad_Norm_Post/Stereo,10.0
15258,Grad_Norm_Post/Stereo,9.02404499053955
15308,Grad_Norm_Post/Stereo,9.999999046325684
15358,Grad_Norm_Post/Stereo,10.0
15408,Grad_Norm_Post/Stereo,7.065432548522949
15458,Grad_Norm_Post/Stereo,4.6152191162109375
15508,Grad_Norm_Post/Stereo,4.046891212463379
15558,Grad_Norm_Post/Stereo,3.817660331726074
15608,Grad_Norm_Post/Stereo,9.999999046325684
15658,Grad_Norm_Post/Stereo,9.999998092651367
15708,Grad_Norm_Post/Stereo,5.9810590744018555
15758,Grad_Norm_Post/Stereo,9.32918643951416
15808,Grad_Norm_Post/Stereo,3.6225733757019043
15858,Grad_Norm_Post/Stereo,2.4588258266448975
15908,Grad_Norm_Post/Stereo,4.1534624099731445
15958,Grad_Norm_Post/Stereo,6.195484161376953
16008,Grad_Norm_Post/Stereo,9.999999046325684
16058,Grad_Norm_Post/Stereo,4.527785301208496
16108,Grad_Norm_Post/Stereo,10.0
16158,Grad_Norm_Post/Stereo,6.293544769287109
16208,Grad_Norm_Post/Stereo,9.999998092651367
16258,Grad_Norm_Post/Stereo,10.000000953674316
16308,Grad_Norm_Post/Stereo,9.999999046325684
16358,Grad_Norm_Post/Stereo,9.999999046325684
16408,Grad_Norm_Post/Stereo,10.0
16458,Grad_Norm_Post/Stereo,9.999999046325684
16508,Grad_Norm_Post/Stereo,9.999999046325684
16558,Grad_Norm_Post/Stereo,9.999998092651367
16608,Grad_Norm_Post/Stereo,3.3157382011413574
16658,Grad_Norm_Post/Stereo,3.6698849201202393
16708,Grad_Norm_Post/Stereo,7.242358684539795
16758,Grad_Norm_Post/Stereo,10.0
16808,Grad_Norm_Post/Stereo,9.999998092651367
16858,Grad_Norm_Post/Stereo,4.6731719970703125
16908,Grad_Norm_Post/Stereo,5.8497467041015625
16958,Grad_Norm_Post/Stereo,10.0
17008,Grad_Norm_Post/Stereo,9.672922134399414
17058,Grad_Norm_Post/Stereo,3.0240488052368164
17101,Grad_Norm_Post/Stereo,3.0184719562530518
17151,Grad_Norm_Post/Stereo,10.0
17201,Grad_Norm_Post/Stereo,9.999999046325684
17251,Grad_Norm_Post/Stereo,2.961827516555786
17301,Grad_Norm_Post/Stereo,10.0
17351,Grad_Norm_Post/Stereo,9.999998092651367
17401,Grad_Norm_Post/Stereo,10.000001907348633
17451,Grad_Norm_Post/Stereo,9.999998092651367
17501,Grad_Norm_Post/Stereo,4.277022838592529
17551,Grad_Norm_Post/Stereo,4.209947109222412
17601,Grad_Norm_Post/Stereo,9.999999046325684
17651,Grad_Norm_Post/Stereo,10.0
17701,Grad_Norm_Post/Stereo,4.884180068969727
17751,Grad_Norm_Post/Stereo,9.999999046325684
17801,Grad_Norm_Post/Stereo,5.7609734535217285
17851,Grad_Norm_Post/Stereo,5.028838634490967
17901,Grad_Norm_Post/Stereo,9.999999046325684
17951,Grad_Norm_Post/Stereo,6.1538166999816895
18001,Grad_Norm_Post/Stereo,4.236470699310303
18051,Grad_Norm_Post/Stereo,9.442724227905273
18101,Grad_Norm_Post/Stereo,9.999999046325684
18151,Grad_Norm_Post/Stereo,9.999999046325684
18201,Grad_Norm_Post/Stereo,4.870680809020996
18251,Grad_Norm_Post/Stereo,10.000000953674316
18301,Grad_Norm_Post/Stereo,9.99999713897705
18351,Grad_Norm_Post/Stereo,10.000000953674316
18401,Grad_Norm_Post/Stereo,10.0
18451,Grad_Norm_Post/Stereo,7.732397079467773
18501,Grad_Norm_Post/Stereo,9.999999046325684
18551,Grad_Norm_Post/Stereo,9.999999046325684
18601,Grad_Norm_Post/Stereo,3.575695514678955
18651,Grad_Norm_Post/Stereo,7.018251419067383
18701,Grad_Norm_Post/Stereo,9.999999046325684
18751,Grad_Norm_Post/Stereo,9.071483612060547
18801,Grad_Norm_Post/Stereo,3.379148006439209
18851,Grad_Norm_Post/Stereo,6.655773162841797
18901,Grad_Norm_Post/Stereo,3.7810635566711426
18951,Grad_Norm_Post/Stereo,9.424235343933105
19001,Grad_Norm_Post/Stereo,9.999998092651367
19051,Grad_Norm_Post/Stereo,9.999998092651367
19101,Grad_Norm_Post/Stereo,7.5782575607299805
19151,Grad_Norm_Post/Stereo,10.0
19201,Grad_Norm_Post/Stereo,9.092206001281738
19251,Grad_Norm_Post/Stereo,9.999999046325684
19301,Grad_Norm_Post/Stereo,9.836835861206055
19351,Grad_Norm_Post/Stereo,10.0
19401,Grad_Norm_Post/Stereo,9.999999046325684
19451,Grad_Norm_Post/Stereo,10.0
19501,Grad_Norm_Post/Stereo,9.999998092651367
19544,Grad_Norm_Post/Stereo,9.999999046325684
19594,Grad_Norm_Post/Stereo,6.111239910125732
19644,Grad_Norm_Post/Stereo,6.545949459075928
