# SLARC V10.15-lower-body | rise=0.170 run=0.250 | balance=AN foothold=AN freeze=AUS entry=AN | G_Z=-0.120 G_STEP=0.060
t,frame,mode,bx,by,bz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cmd_vx,cmd_yaw,roll_bal,pitch_bal,est_roll,est_pitch,est_yaw,est_height,frozen,dxb,brake,cmd_adv,r3n,bho,lost,climb_pitch,freeze_cnt,est_h_proj,est_h_low,est_h_high,h_ref_raw,h_ref_f,climb_err,climb_over,n_ref,climbing,com_fwd,front_right_fx,front_right_fy,front_right_fz,front_right_contact,front_right_force,front_right_tau_coxa,front_right_tau_femur,front_right_tau_tibia,front_right_state,front_right_th_c,front_right_th_f,front_right_th_t,front_right_rfx,front_right_rfy,front_right_rfz,front_left_fx,front_left_fy,front_left_fz,front_left_contact,front_left_force,front_left_tau_coxa,front_left_tau_femur,front_left_tau_tibia,front_left_state,front_left_th_c,front_left_th_f,front_left_th_t,front_left_rfx,front_left_rfy,front_left_rfz,mid_right_fx,mid_right_fy,mid_right_fz,mid_right_contact,mid_right_force,mid_right_tau_coxa,mid_right_tau_femur,mid_right_tau_tibia,mid_right_state,mid_right_th_c,mid_right_th_f,mid_right_th_t,mid_right_rfx,mid_right_rfy,mid_right_rfz,mid_left_fx,mid_left_fy,mid_left_fz,mid_left_contact,mid_left_force,mid_left_tau_coxa,mid_left_tau_femur,mid_left_tau_tibia,mid_left_state,mid_left_th_c,mid_left_th_f,mid_left_th_t,mid_left_rfx,mid_left_rfy,mid_left_rfz,rear_right_fx,rear_right_fy,rear_right_fz,rear_right_contact,rear_right_force,rear_right_tau_coxa,rear_right_tau_femur,rear_right_tau_tibia,rear_right_state,rear_right_th_c,rear_right_th_f,rear_right_th_t,rear_right_rfx,rear_right_rfy,rear_right_rfz,rear_left_fx,rear_left_fy,rear_left_fz,rear_left_contact,rear_left_force,rear_left_tau_coxa,rear_left_tau_femur,rear_left_tau_tibia,rear_left_state,rear_left_th_c,rear_left_th_f,rear_left_th_t,rear_left_rfx,rear_left_rfy,rear_left_rfz
0.000,4,placemove,-0.0000,0.0006,0.1349,0.0000,0.0000,0.0000,-0.0000,0.0003,-0.0003,-0.0001,-0.0000,0.0001,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2958,-0.2030,0.0148,1,2.17,0.374,0.357,0.028,,-0.0652,-0.1720,1.7318,0.2946,-0.2050,-0.1200,0.2958,0.2042,0.0148,1,2.17,0.374,0.358,0.028,,0.0652,-0.1720,1.7316,0.2947,0.2050,-0.1200,-0.0000,-0.3487,0.0148,1,1.97,0.031,0.507,0.251,,-0.0000,-0.1720,1.7315,-0.0000,-0.3491,-0.1200,-0.0000,0.3498,0.0148,1,1.95,0.024,0.503,0.250,,0.0000,-0.1720,1.7318,-0.0000,0.3491,-0.1200,-0.2958,-0.2030,0.0148,1,2.15,0.371,0.354,0.028,,0.0652,-0.1720,1.7315,-0.2947,-0.2050,-0.1200,-0.2959,0.2042,0.0148,1,2.19,0.377,0.361,0.029,,-0.0652,-0.1720,1.7313,-0.2947,0.2050,-0.1200
0.022,8,placemove,-0.0000,0.0006,0.1349,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0008,-0.0001,-0.0000,0.0001,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2874,-0.2130,0.0148,1,2.16,0.369,0.363,0.033,,-0.1190,-0.1720,1.7391,0.2865,-0.2146,-0.1200,0.2875,0.2142,0.0148,1,2.17,0.369,0.364,0.033,,0.1190,-0.1720,1.7389,0.2865,0.2146,-0.1200,-0.0000,-0.3475,0.0148,1,1.99,0.032,0.511,0.249,,-0.0000,-0.1720,1.7389,-0.0000,-0.3480,-0.1200,-0.0000,0.3487,0.0148,1,1.98,0.028,0.507,0.248,,0.0000,-0.1720,1.7391,-0.0000,0.3480,-0.1200,-0.2875,-0.2130,0.0148,1,2.15,0.367,0.361,0.033,,0.1190,-0.1720,1.7388,-0.2865,-0.2146,-0.1201,-0.2875,0.2142,0.0148,1,2.18,0.371,0.366,0.033,,-0.1190,-0.1720,1.7387,-0.2865,0.2147,-0.1200
0.044,12,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,0.0000,-0.0000,-0.0002,-0.0009,-0.0000,-0.0000,0.0001,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2805,-0.2204,0.0148,1,2.16,0.364,0.368,0.038,,-0.1612,-0.1720,1.7449,0.2798,-0.2218,-0.1200,0.2806,0.2216,0.0148,1,2.17,0.365,0.370,0.038,,0.1612,-0.1720,1.7447,0.2798,0.2218,-0.1200,-0.0000,-0.3466,0.0148,1,2.00,0.030,0.513,0.247,,-0.0000,-0.1720,1.7446,-0.0000,-0.3471,-0.1200,-0.0000,0.3478,0.0148,1,2.00,0.029,0.511,0.246,,0.0000,-0.1720,1.7448,-0.0000,0.3471,-0.1200,-0.2806,-0.2204,0.0148,1,2.15,0.363,0.368,0.038,,0.1612,-0.1720,1.7446,-0.2798,-0.2218,-0.1200,-0.2806,0.2217,0.0148,1,2.17,0.365,0.370,0.039,,-0.1612,-0.1720,1.7445,-0.2798,0.2219,-0.1200
0.066,16,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,0.0000,-0.0000,-0.0004,-0.0010,-0.0000,-0.0000,0.0001,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2749,-0.2260,0.0148,1,2.15,0.359,0.372,0.043,,-0.1943,-0.1720,1.7494,0.2743,-0.2272,-0.1200,0.2749,0.2273,0.0148,1,2.17,0.361,0.376,0.043,,0.1943,-0.1720,1.7492,0.2743,0.2273,-0.1200,-0.0000,-0.3459,0.0148,1,2.01,0.028,0.515,0.246,,-0.0000,-0.1720,1.7492,-0.0000,-0.3465,-0.1200,-0.0000,0.3471,0.0148,1,2.00,0.030,0.512,0.244,,0.0000,-0.1720,1.7493,-0.0000,0.3464,-0.1200,-0.2750,-0.2261,0.0148,1,2.15,0.359,0.373,0.043,,0.1943,-0.1720,1.7492,-0.2743,-0.2273,-0.1200,-0.2750,0.2273,0.0148,1,2.16,0.361,0.375,0.044,,-0.1943,-0.1720,1.7491,-0.2743,0.2273,-0.1200
0.089,20,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,0.0000,-0.0000,-0.0005,-0.0009,-0.0000,-0.0000,0.0001,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2704,-0.2303,0.0148,1,2.14,0.354,0.375,0.046,,-0.2202,-0.1720,1.7529,0.2699,-0.2314,-0.1200,0.2704,0.2315,0.0148,1,2.15,0.356,0.377,0.047,,0.2202,-0.1720,1.7528,0.2699,0.2314,-0.1200,-0.0000,-0.3454,0.0148,1,2.04,0.028,0.520,0.246,,-0.0000,-0.1721,1.7527,-0.0000,-0.3459,-0.1200,-0.0000,0.3466,0.0148,1,2.03,0.031,0.519,0.246,,0.0000,-0.1721,1.7528,-0.0000,0.3459,-0.1200,-0.2704,-0.2303,0.0148,1,2.15,0.355,0.376,0.047,,0.2202,-0.1720,1.7527,-0.2699,-0.2314,-0.1200,-0.2705,0.2315,0.0148,1,2.15,0.355,0.376,0.048,,-0.2202,-0.1720,1.7527,-0.2699,0.2314,-0.1200
0.111,24,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,0.0000,-0.0000,-0.0005,-0.0008,-0.0000,-0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2668,-0.2336,0.0148,1,2.14,0.351,0.378,0.050,,-0.2405,-0.1720,1.7556,0.2664,-0.2345,-0.1200,0.2668,0.2347,0.0148,1,2.15,0.353,0.381,0.051,,0.2405,-0.1720,1.7556,0.2664,0.2345,-0.1200,-0.0000,-0.3450,0.0148,1,2.04,0.027,0.521,0.245,,-0.0000,-0.1721,1.7555,-0.0000,-0.3455,-0.1200,-0.0000,0.3461,0.0148,1,2.04,0.031,0.519,0.244,,0.0000,-0.1721,1.7556,-0.0000,0.3455,-0.1200,-0.2668,-0.2336,0.0148,1,2.15,0.352,0.379,0.050,,0.2405,-0.1720,1.7555,-0.2664,-0.2345,-0.1200,-0.2668,0.2347,0.0148,1,2.14,0.351,0.379,0.051,,-0.2405,-0.1720,1.7555,-0.2664,0.2345,-0.1200
0.133,28,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,0.0000,-0.0000,-0.0004,-0.0007,-0.0000,-0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2639,-0.2360,0.0148,1,2.14,0.349,0.381,0.052,,-0.2565,-0.1720,1.7578,0.2636,-0.2369,-0.1200,0.2639,0.2372,0.0147,1,2.15,0.350,0.383,0.053,,0.2565,-0.1720,1.7577,0.2636,0.2369,-0.1200,-0.0000,-0.3447,0.0148,1,2.04,0.026,0.519,0.243,,-0.0000,-0.1721,1.7576,-0.0000,-0.3452,-0.1200,-0.0000,0.3458,0.0148,1,2.04,0.031,0.519,0.243,,0.0000,-0.1721,1.7578,-0.0000,0.3452,-0.1200,-0.2639,-0.2361,0.0147,1,2.15,0.351,0.383,0.053,,0.2565,-0.1720,1.7577,-0.2636,-0.2369,-0.1200,-0.2640,0.2372,0.0148,1,2.14,0.348,0.381,0.053,,-0.2565,-0.1720,1.7577,-0.2636,0.2369,-0.1200
0.155,32,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,0.0000,-0.0000,-0.0004,-0.0006,-0.0000,-0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2617,-0.2380,0.0147,1,2.14,0.346,0.382,0.054,,-0.2689,-0.1720,1.7595,0.2614,-0.2387,-0.1200,0.2617,0.2391,0.0147,1,2.15,0.348,0.385,0.055,,0.2689,-0.1720,1.7594,0.2614,0.2387,-0.1200,-0.0000,-0.3444,0.0148,1,2.05,0.027,0.521,0.243,,-0.0000,-0.1721,1.7593,-0.0000,-0.3449,-0.1200,-0.0000,0.3455,0.0148,1,2.04,0.032,0.520,0.242,,0.0000,-0.1721,1.7594,-0.0000,0.3449,-0.1200,-0.2617,-0.2380,0.0147,1,2.15,0.348,0.384,0.054,,0.2689,-0.1720,1.7594,-0.2614,-0.2387,-0.1200,-0.2617,0.2391,0.0147,1,2.14,0.346,0.383,0.055,,-0.2689,-0.1720,1.7594,-0.2614,0.2387,-0.1200
0.177,36,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,0.0000,-0.0000,-0.0003,-0.0005,-0.0000,-0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2599,-0.2394,0.0147,1,2.14,0.345,0.384,0.055,,-0.2787,-0.1720,1.7608,0.2597,-0.2402,-0.1200,0.2599,0.2406,0.0147,1,2.15,0.347,0.387,0.057,,0.2787,-0.1720,1.7608,0.2597,0.2402,-0.1200,-0.0000,-0.3442,0.0147,1,2.04,0.027,0.519,0.242,,-0.0000,-0.1721,1.7607,-0.0000,-0.3447,-0.1200,-0.0000,0.3453,0.0147,1,2.04,0.032,0.519,0.241,,-0.0000,-0.1721,1.7608,0.0000,0.3447,-0.1200,-0.2599,-0.2394,0.0147,1,2.15,0.347,0.386,0.056,,0.2787,-0.1720,1.7608,-0.2597,-0.2402,-0.1200,-0.2599,0.2406,0.0147,1,2.14,0.345,0.384,0.057,,-0.2787,-0.1720,1.7607,-0.2597,0.2402,-0.1200
0.199,40,placemove,-0.0000,0.0006,0.1347,0.0000,0.0000,0.0000,-0.0000,-0.0002,-0.0004,-0.0000,-0.0000,-0.0001,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2584,-0.2406,0.0147,1,2.14,0.344,0.385,0.056,,-0.2864,-0.1720,1.7619,0.2583,-0.2413,-0.1200,0.2584,0.2417,0.0147,1,2.15,0.346,0.389,0.058,,0.2864,-0.1720,1.7618,0.2583,0.2413,-0.1200,-0.0000,-0.3440,0.0147,1,2.04,0.026,0.519,0.241,,-0.0000,-0.1721,1.7617,-0.0000,-0.3446,-0.1200,-0.0000,0.3452,0.0147,1,2.04,0.031,0.518,0.240,,-0.0000,-0.1721,1.7618,0.0000,0.3446,-0.1200,-0.2584,-0.2406,0.0147,1,2.15,0.346,0.388,0.057,,0.2864,-0.1720,1.7618,-0.2583,-0.2413,-0.1200,-0.2585,0.2417,0.0147,1,2.14,0.344,0.386,0.058,,-0.2864,-0.1720,1.7618,-0.2583,0.2413,-0.1200
