t,frame,mode,bx,by,bz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cmd_vx,cmd_yaw,roll_bal,pitch_bal,front_right_fx,front_right_fy,front_right_fz,front_right_contact,front_right_tau_coxa,front_right_tau_femur,front_right_tau_tibia,front_right_state,front_left_fx,front_left_fy,front_left_fz,front_left_contact,front_left_tau_coxa,front_left_tau_femur,front_left_tau_tibia,front_left_state,mid_right_fx,mid_right_fy,mid_right_fz,mid_right_contact,mid_right_tau_coxa,mid_right_tau_femur,mid_right_tau_tibia,mid_right_state,mid_left_fx,mid_left_fy,mid_left_fz,mid_left_contact,mid_left_tau_coxa,mid_left_tau_femur,mid_left_tau_tibia,mid_left_state,rear_right_fx,rear_right_fy,rear_right_fz,rear_right_contact,rear_right_tau_coxa,rear_right_tau_femur,rear_right_tau_tibia,rear_right_state,rear_left_fx,rear_left_fy,rear_left_fz,rear_left_contact,rear_left_tau_coxa,rear_left_tau_femur,rear_left_tau_tibia,rear_left_state
0.382,44,7,-0.2352,0.0335,0.1177,-0.0002,-0.1318,1.7063,0.0028,-0.0026,0.0002,0.2226,0.0309,-0.0012,0.000,0.000,0.0000,0.0000,-0.0944,0.4043,0.0147,1,0.858,0.961,0.610,STANCE,-0.4637,0.3061,0.0147,1,0.200,0.767,0.619,STANCE,0.1074,0.0668,0.0147,1,0.635,0.197,0.218,STANCE,-0.5807,0.0209,0.0146,1,0.891,0.625,0.205,STANCE,-0.0096,-0.2183,0.0146,1,0.250,0.125,0.162,STANCE,-0.3787,-0.3165,0.0146,1,0.694,0.050,0.792,STANCE
0.439,48,7,-0.2352,0.0335,0.1177,-0.0001,-0.1363,1.7062,0.0001,0.0010,0.0004,0.2109,0.0290,-0.0044,0.000,0.000,0.0000,0.0000,-0.0944,0.4043,0.0148,1,0.954,1.057,0.716,STANCE,-0.4636,0.3060,0.0147,1,0.243,0.537,0.286,STANCE,0.1074,0.0668,0.0147,1,0.460,0.182,0.005,STANCE,-0.5807,0.0210,0.0146,1,1.014,0.461,0.085,STANCE,-0.0097,-0.2183,0.0146,1,0.564,0.153,1.028,STANCE,-0.3788,-0.3165,0.0146,1,0.726,0.114,0.525,STANCE
0.461,52,7,-0.2352,0.0335,0.1177,-0.0002,-0.1404,1.7062,0.0023,-0.0011,0.0005,0.2019,0.0272,0.0023,0.000,0.000,0.0000,0.0000,-0.0944,0.4043,0.0148,1,0.662,1.056,0.678,STANCE,-0.4636,0.3060,0.0147,1,0.193,0.636,0.510,STANCE,0.1075,0.0667,0.0147,1,0.783,0.233,0.077,STANCE,-0.5807,0.0209,0.0146,1,0.966,0.624,0.213,STANCE,-0.0096,-0.2183,0.0146,1,0.268,0.025,0.496,STANCE,-0.3787,-0.3165,0.0146,1,0.611,0.010,0.921,STANCE
0.512,56,7,-0.2354,0.0344,0.1178,-0.0001,-0.1443,1.7061,-0.0167,0.0743,0.0174,0.1774,0.0299,-0.0233,0.140,0.000,0.0000,0.0000,-0.0950,0.4045,0.0197,0,0.162,0.057,0.123,SWING:LIFT,-0.4636,0.3060,0.0146,1,0.797,0.816,0.036,STANCE,0.1075,0.0667,0.0147,1,1.789,1.217,0.587,STANCE,-0.5807,0.0209,0.0146,1,0.535,0.154,0.030,STANCE,-0.0097,-0.2183,0.0146,0,0.104,0.061,0.094,STANCE,-0.3788,-0.3166,0.0146,0,0.024,0.032,0.014,STANCE
0.531,60,7,-0.2355,0.0357,0.1167,0.0001,-0.1475,1.7055,-0.0019,0.0932,-0.0480,0.0015,-0.0067,0.0032,0.140,0.000,0.0000,0.0000,-0.0974,0.4047,0.0315,0,0.045,0.238,0.104,SWING:REACH,-0.4634,0.3060,0.0151,0,0.069,0.013,0.008,STANCE,0.1074,0.0663,0.0149,1,0.006,2.940,1.729,STANCE,-0.5807,0.0210,0.0150,1,0.177,2.940,0.127,STANCE,-0.0098,-0.2186,0.0148,0,0.008,0.189,0.003,STANCE,-0.3790,-0.3166,0.0148,0,0.044,0.068,0.023,STANCE
0.582,64,7,-0.2359,0.0372,0.1162,-0.0002,-0.1498,1.7058,-0.0198,0.0848,-0.0994,0.1041,-0.0001,0.0266,0.140,0.000,0.0000,0.0000,-0.0981,0.4036,0.0432,0,0.059,0.086,0.106,SWING:LOWER,-0.4635,0.3059,0.0156,0,0.049,0.000,0.000,STANCE,0.1074,0.0663,0.0155,0,0.076,0.025,0.009,STANCE,-0.5808,0.0208,0.0154,0,0.081,0.024,0.008,STANCE,-0.0099,-0.2187,0.0154,0,0.034,0.035,0.013,STANCE,-0.3790,-0.3167,0.0153,0,0.030,0.028,0.012,STANCE
0.602,68,7,-0.2359,0.0390,0.1214,0.0012,-0.1480,1.7058,-0.0161,0.0591,0.5553,0.1950,-0.2428,0.0074,0.140,0.000,0.0000,0.0000,-0.0954,0.4089,0.0504,0,0.052,0.047,0.038,SWING:LOWER,-0.4636,0.3059,0.0151,0,0.053,0.194,0.079,STANCE,0.1074,0.0664,0.0149,0,0.084,0.239,0.070,STANCE,-0.5808,0.0208,0.0151,0,0.078,0.147,0.054,STANCE,-0.0097,-0.2187,0.0148,0,0.035,0.194,0.053,STANCE,-0.3789,-0.3168,0.0151,0,0.030,0.164,0.052,STANCE
0.652,72,7,-0.2361,0.0399,0.1288,-0.0037,-0.1506,1.7066,-0.0156,0.0557,0.3683,0.2436,-0.2557,0.0061,0.140,0.000,0.0000,0.0000,-0.0942,0.4128,0.0487,0,0.044,0.064,0.103,SWING:LOWER,-0.4633,0.3064,0.0228,0,0.016,0.032,0.004,STANCE,0.1077,0.0671,0.0214,0,0.027,0.001,0.004,STANCE,-0.5804,0.0213,0.0197,0,0.036,0.008,0.003,STANCE,-0.0094,-0.2180,0.0184,0,0.017,0.053,0.009,STANCE,-0.3786,-0.3162,0.0168,0,0.021,0.077,0.017,STANCE
0.670,76,7,-0.2364,0.0409,0.1334,-0.0086,-0.1536,1.7075,-0.0154,0.0559,0.2034,0.2494,-0.2517,0.0051,0.140,0.000,0.0000,0.0000,-0.0932,0.4161,0.0441,0,0.039,0.063,0.103,SWING:LOWER,-0.4630,0.3070,0.0301,0,0.012,0.043,0.009,STANCE,0.1080,0.0678,0.0277,0,0.024,0.015,0.002,STANCE,-0.5801,0.0220,0.0232,0,0.033,0.002,0.000,STANCE,-0.0091,-0.2172,0.0208,0,0.015,0.045,0.006,STANCE,-0.3782,-0.3154,0.0167,0,0.021,0.073,0.015,STANCE
0.720,80,7,-0.2366,0.0420,0.1357,-0.0093,-0.1504,1.7078,0.0037,0.0962,0.1235,-1.1372,0.3940,0.0168,0.140,0.000,0.0000,0.0000,-0.0927,0.4186,0.0353,0,0.033,0.060,0.103,SWING:LOWER,-0.4629,0.3073,0.0333,0,0.034,0.250,0.014,STANCE,0.1082,0.0682,0.0298,0,0.066,0.299,0.000,STANCE,-0.5799,0.0224,0.0237,0,0.072,0.284,0.001,STANCE,-0.0088,-0.2168,0.0203,0,0.032,0.264,0.006,STANCE,-0.3779,-0.3148,0.0148,0,0.035,0.184,0.082,STANCE
0.739,84,7,-0.2365,0.0436,0.1359,-0.0014,-0.1343,1.7069,0.0045,0.0952,-0.0667,-0.9460,0.3282,0.0135,0.140,0.000,0.0000,0.0000,-0.0932,0.4190,0.0168,0,0.031,0.066,0.101,SWING:LOWER,-0.4634,0.3064,0.0306,0,0.016,0.025,0.002,STANCE,0.1078,0.0674,0.0256,0,0.032,0.000,0.003,STANCE,-0.5803,0.0214,0.0243,0,0.038,0.011,0.005,STANCE,-0.0092,-0.2176,0.0193,0,0.018,0.050,0.010,STANCE,-0.3783,-0.3160,0.0170,0,0.020,0.074,0.019,STANCE
0.793,88,7,-0.2369,0.0419,0.1360,-0.0148,-0.1571,1.7068,-0.0174,-0.1622,0.0993,1.3576,-0.5275,-0.1675,0.140,0.000,0.0000,0.0000,-0.0935,0.4189,0.0142,1,0.253,1.679,2.513,STANCE,-0.4613,0.3067,0.0417,0,0.146,0.239,0.105,SWING:LIFT,0.1074,0.0670,0.0357,0,0.076,0.171,0.012,STANCE,-0.5787,0.0223,0.0279,0,0.020,0.438,0.032,STANCE,-0.0091,-0.2176,0.0218,0,0.097,0.007,0.035,STANCE,-0.3782,-0.3155,0.0147,1,1.403,2.940,2.724,STANCE
0.813,92,7,-0.2370,0.0399,0.1378,-0.0193,-0.1666,1.7055,0.0255,-0.0270,0.1474,-0.9369,0.3778,-0.0708,0.140,0.000,0.0000,0.0000,-0.0931,0.4183,0.0159,0,0.066,0.012,0.019,STANCE,-0.4575,0.3053,0.0578,0,0.069,0.048,0.101,SWING:REACH,0.1086,0.0640,0.0478,0,0.250,0.083,0.040,STANCE,-0.5791,0.0209,0.0360,0,0.157,0.437,0.027,STANCE,-0.0091,-0.2200,0.0260,0,0.236,0.474,0.008,STANCE,-0.3783,-0.3162,0.0147,1,1.281,0.599,2.940,STANCE
0.860,96,7,-0.2370,0.0400,0.1421,-0.0133,-0.1624,1.7054,0.0021,0.0066,0.1926,-0.2952,0.3620,0.0692,0.140,0.000,0.0000,0.0000,-0.0938,0.4175,0.0163,0,0.009,0.042,0.012,STANCE,-0.4521,0.3143,0.0735,0,0.109,0.139,0.096,SWING:REACH,0.1085,0.0629,0.0476,0,0.033,0.006,0.004,STANCE,-0.5797,0.0195,0.0396,0,0.030,0.020,0.003,STANCE,-0.0093,-0.2210,0.0253,0,0.015,0.053,0.006,STANCE,-0.3786,-0.3175,0.0157,0,0.021,0.079,0.027,STANCE
0.879,100,7,-0.2370,0.0401,0.1437,-0.0062,-0.1576,1.7046,0.0134,0.0162,0.0293,-0.3030,0.3921,-0.1086,0.140,0.000,0.0000,0.0000,-0.0946,0.4166,0.0182,0,0.047,0.058,0.022,STANCE,-0.4516,0.3337,0.0887,0,0.233,0.144,0.100,SWING:LOWER,0.1082,0.0621,0.0474,0,0.001,0.005,0.001,STANCE,-0.5801,0.0181,0.0438,0,0.081,0.013,0.002,STANCE,-0.0096,-0.2218,0.0249,0,0.015,0.050,0.007,STANCE,-0.3790,-0.3188,0.0172,0,0.058,0.061,0.013,STANCE
0.929,104,7,-0.2367,0.0405,0.1428,0.0020,-0.1542,1.7005,0.0197,0.0188,-0.1227,-0.0210,0.6071,-0.1756,0.140,0.000,0.0000,0.0000,-0.0941,0.4153,0.0175,0,0.001,0.059,0.022,STANCE,-0.4576,0.3466,0.1011,0,0.003,0.177,0.111,SWING:LOWER,0.1079,0.0602,0.0439,0,0.035,0.012,0.001,STANCE,-0.5804,0.0181,0.0457,0,0.037,0.019,0.002,STANCE,-0.0108,-0.2233,0.0214,0,0.016,0.056,0.007,STANCE,-0.3805,-0.3193,0.0163,0,0.020,0.059,0.014,STANCE
0.948,108,7,-0.2359,0.0413,0.1406,0.0145,-0.1504,1.6987,0.0519,0.0679,-0.0221,-0.1693,0.3404,-0.0022,0.140,0.000,0.0000,0.0000,-0.0948,0.4149,0.0143,1,0.969,2.801,1.596,STANCE,-0.4601,0.3521,0.0913,0,0.002,0.041,0.113,SWING:LOWER,0.1075,0.0596,0.0368,0,0.127,0.236,0.008,STANCE,-0.5808,0.0177,0.0478,0,0.085,0.047,0.008,STANCE,-0.0116,-0.2238,0.0150,0,0.061,0.244,0.007,STANCE,-0.3812,-0.3194,0.0148,1,0.523,2.940,2.940,STANCE
1.001,112,7,-0.2361,0.0429,0.1400,0.0115,-0.1437,1.6985,-0.0835,0.0925,-0.0068,-0.2517,-0.7992,-0.0897,0.140,0.000,0.0000,0.0000,-0.0945,0.4148,0.0156,0,0.018,0.206,0.005,STANCE,-0.4618,0.3571,0.0776,0,0.040,0.104,0.095,SWING:LOWER,0.1078,0.0594,0.0375,0,0.028,0.145,0.021,STANCE,-0.5805,0.0177,0.0485,0,0.069,0.136,0.022,STANCE,-0.0115,-0.2238,0.0154,0,0.000,0.079,0.023,STANCE,-0.3812,-0.3196,0.0149,1,0.160,0.322,0.007,STANCE
1.021,116,7,-0.2372,0.0449,0.1405,0.0049,-0.1356,1.6992,-0.0659,0.1170,-0.0189,-0.2417,-0.4123,0.0047,0.140,0.000,0.0000,0.0000,-0.0942,0.4146,0.0165,0,0.016,0.097,0.055,STANCE,-0.4639,0.3618,0.0628,0,0.017,0.102,0.095,SWING:LOWER,0.1076,0.0592,0.0412,0,0.057,0.057,0.027,STANCE,-0.5807,0.0179,0.0475,0,0.059,0.092,0.031,STANCE,-0.0116,-0.2241,0.0192,0,0.027,0.039,0.025,STANCE,-0.3814,-0.3197,0.0164,0,0.023,0.048,0.028,STANCE
1.073,120,7,-0.2383,0.0469,0.1388,-0.0017,-0.1299,1.7001,-0.0666,0.1178,-0.1726,-0.2887,-0.4400,0.0051,0.140,0.000,0.0000,0.0000,-0.0944,0.4147,0.0161,0,0.021,0.016,0.008,STANCE,-0.4655,0.3657,0.0469,0,0.014,0.090,0.097,SWING:LOWER,0.1074,0.0594,0.0428,0,0.058,0.001,0.002,STANCE,-0.5810,0.0180,0.0446,0,0.063,0.012,0.003,STANCE,-0.0116,-0.2240,0.0205,0,0.026,0.011,0.002,STANCE,-0.3814,-0.3196,0.0154,0,0.026,0.017,0.002,STANCE
1.093,124,7,-0.2390,0.0489,0.1378,-0.0052,-0.1253,1.7007,-0.0192,0.0967,0.0969,-0.1088,-0.2084,-0.0198,0.140,0.000,0.0000,0.0000,-0.0945,0.4150,0.0148,1,0.143,1.507,2.940,STANCE,-0.4665,0.3691,0.0314,0,0.032,0.002,0.092,SWING:LOWER,0.1072,0.0599,0.0424,0,0.083,0.206,0.010,STANCE,-0.5812,0.0183,0.0414,0,0.065,0.291,0.019,STANCE,-0.0117,-0.2236,0.0199,0,0.085,0.307,0.002,STANCE,-0.3814,-0.3194,0.0144,1,0.881,2.940,2.940,STANCE
1.146,128,7,-0.2392,0.0507,0.1378,-0.0053,-0.1205,1.7005,-0.0058,0.1271,-0.0277,-0.7797,0.1109,-0.0182,0.140,0.000,0.0000,0.0000,-0.0944,0.4150,0.0163,0,0.026,0.138,0.005,STANCE,-0.4665,0.3715,0.0187,0,0.001,0.069,0.101,SWING:LOWER,0.1072,0.0598,0.0444,0,0.056,0.121,0.004,STANCE,-0.5812,0.0184,0.0426,0,0.069,0.134,0.003,STANCE,-0.0117,-0.2236,0.0218,0,0.023,0.124,0.002,STANCE,-0.3814,-0.3192,0.0149,0,0.031,0.181,0.049,STANCE
1.166,132,7,-0.2384,0.0514,0.1368,0.0131,-0.1414,1.7005,0.0794,0.0004,-0.1168,1.7549,1.5423,0.1750,0.140,0.000,0.0000,0.0000,-0.0964,0.4171,0.0247,0,0.061,0.112,0.102,SWING:LIFT,-0.4670,0.3728,0.0148,0,0.023,0.083,0.064,STANCE,0.1057,0.0611,0.0428,0,0.028,0.111,0.059,STANCE,-0.5812,0.0183,0.0526,0,0.010,0.094,0.026,STANCE,-0.0127,-0.2219,0.0178,0,0.018,0.094,0.074,STANCE,-0.3819,-0.3183,0.0162,0,0.001,0.102,0.070,STANCE
1.218,136,7,-0.2373,0.0514,0.1366,0.0277,-0.1600,1.7001,0.0459,-0.0139,0.2506,0.8496,0.7863,0.0673,0.140,0.000,0.0000,0.0000,-0.0984,0.4182,0.0396,0,0.018,0.417,0.076,SWING:REACH,-0.4681,0.3744,0.0140,1,0.410,2.654,2.940,STANCE,0.1060,0.0618,0.0405,0,0.033,0.034,0.003,STANCE,-0.5816,0.0172,0.0629,0,0.073,0.037,0.031,STANCE,-0.0128,-0.2212,0.0145,1,0.319,2.940,2.940,STANCE,-0.3821,-0.3181,0.0143,0,0.114,0.014,0.030,STANCE
1.238,140,7,-0.2373,0.0513,0.1429,0.0271,-0.1573,1.7007,-0.0155,-0.0057,0.3603,-0.2129,-0.1907,0.0617,0.140,0.000,0.0000,0.0000,-0.1051,0.4179,0.0574,0,0.124,0.174,0.091,SWING:LOWER,-0.4712,0.3790,0.0190,0,0.041,0.177,0.037,STANCE,0.1061,0.0613,0.0465,0,0.018,0.053,0.015,STANCE,-0.5816,0.0161,0.0712,0,0.011,0.024,0.013,STANCE,-0.0127,-0.2213,0.0147,0,0.021,0.141,0.032,STANCE,-0.3820,-0.3184,0.0172,0,0.014,0.103,0.018,STANCE
1.293,144,7,-0.2376,0.0512,0.1474,0.0252,-0.1509,1.7025,-0.0213,-0.0076,0.1976,-0.2811,-0.0867,0.0962,0.140,0.000,0.0000,0.0000,-0.1029,0.4272,0.0758,0,0.039,0.193,0.089,SWING:LOWER,-0.4771,0.3865,0.0310,0,0.020,0.176,0.039,STANCE,0.1059,0.0610,0.0514,0,0.005,0.006,0.001,STANCE,-0.5817,0.0147,0.0761,0,0.002,0.012,0.000,STANCE,-0.0125,-0.2212,0.0156,0,0.008,0.101,0.022,STANCE,-0.3818,-0.3189,0.0182,0,0.003,0.136,0.036,STANCE
1.313,148,7,-0.2383,0.0513,0.1502,0.0157,-0.1427,1.7033,-0.0497,0.0446,0.1476,-0.9279,-0.7221,-0.1269,0.140,0.000,0.0000,0.0000,-0.1018,0.4340,0.0763,0,0.129,0.255,0.085,SWING:LOWER,-0.4773,0.3872,0.0347,0,0.092,0.068,0.004,STANCE,0.1060,0.0606,0.0545,0,0.050,0.056,0.013,STANCE,-0.5818,0.0143,0.0749,0,0.203,0.280,0.035,STANCE,-0.0123,-0.2212,0.0150,0,0.012,0.241,0.043,STANCE,-0.3816,-0.3188,0.0145,1,0.175,0.226,2.306,STANCE
1.364,152,7,-0.2389,0.0526,0.1514,0.0086,-0.1223,1.7025,-0.0368,0.0815,-0.0021,-1.0529,-0.5531,-0.1011,0.140,0.000,0.0000,0.0000,-0.1021,0.4365,0.0607,0,0.058,0.031,0.108,SWING:LOWER,-0.4763,0.3871,0.0317,0,0.017,0.089,0.034,STANCE,0.1062,0.0595,0.0570,0,0.020,0.006,0.004,STANCE,-0.5818,0.0145,0.0727,0,0.007,0.020,0.004,STANCE,-0.0123,-0.2223,0.0178,0,0.013,0.087,0.021,STANCE,-0.3818,-0.3192,0.0151,0,0.003,0.122,0.036,STANCE
1.383,156,7,-0.2393,0.0546,0.1501,0.0030,-0.1030,1.7013,-0.0134,0.1532,-0.1355,-1.1190,-0.3550,-0.1076,0.140,0.000,0.0000,0.0000,-0.1023,0.4382,0.0422,0,0.058,0.039,0.107,SWING:LOWER,-0.4752,0.3871,0.0274,0,0.013,0.093,0.040,STANCE,0.1066,0.0585,0.0581,0,0.031,0.014,0.004,STANCE,-0.5816,0.0150,0.0696,0,0.017,0.005,0.002,STANCE,-0.0123,-0.2232,0.0196,0,0.017,0.058,0.011,STANCE,-0.3819,-0.3194,0.0150,0,0.002,0.106,0.038,STANCE
1.440,160,7,-0.2394,0.0575,0.1464,0.0009,-0.0820,1.6998,0.0038,0.2015,-0.2719,-1.3070,-0.1513,-0.0803,0.140,0.000,0.0000,0.0000,-0.1027,0.4395,0.0203,0,0.057,0.048,0.105,SWING:LOWER,-0.4741,0.3875,0.0208,0,0.010,0.077,0.033,STANCE,0.1070,0.0582,0.0565,0,0.039,0.013,0.004,STANCE,-0.5813,0.0160,0.0660,0,0.024,0.005,0.002,STANCE,-0.0123,-0.2236,0.0200,0,0.021,0.047,0.009,STANCE,-0.3820,-0.3192,0.0150,0,0.006,0.092,0.034,STANCE
1.459,164,7,-0.2396,0.0592,0.1432,-0.0039,-0.0791,1.6988,-0.0175,0.0734,-0.2008,-0.0489,-0.3181,-0.0755,0.140,0.000,0.0000,0.0000,-0.1010,0.4431,0.0190,0,0.047,0.101,0.010,STANCE,-0.4734,0.3886,0.0231,0,0.027,0.071,0.109,SWING:LIFT,0.1074,0.0578,0.0599,0,0.053,0.157,0.058,STANCE,-0.5809,0.0165,0.0667,0,0.064,0.175,0.059,STANCE,-0.0121,-0.2237,0.0218,0,0.018,0.030,0.043,STANCE,-0.3820,-0.3189,0.0152,0,0.022,0.011,0.035,STANCE
1.510,168,7,-0.2393,0.0617,0.1396,-0.0022,-0.0649,1.6976,0.0272,0.1702,-0.2757,-0.8583,0.0118,-0.0640,0.140,0.000,0.0000,0.0000,-0.0981,0.4481,0.0228,0,0.022,0.226,0.056,STANCE,-0.4732,0.3881,0.0268,0,0.050,0.143,0.096,SWING:REACH,0.1079,0.0574,0.0584,0,0.053,0.056,0.004,STANCE,-0.5805,0.0169,0.0655,0,0.046,0.109,0.008,STANCE,-0.0120,-0.2241,0.0212,0,0.025,0.026,0.003,STANCE,-0.3820,-0.3187,0.0149,0,0.013,0.037,0.004,STANCE
