t,frame,mode,bx,by,bz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cmd_vx,cmd_yaw,roll_bal,pitch_bal,front_right_fx,front_right_fy,front_right_fz,front_right_contact,front_right_tau_coxa,front_right_tau_femur,front_right_tau_tibia,front_right_state,front_left_fx,front_left_fy,front_left_fz,front_left_contact,front_left_tau_coxa,front_left_tau_femur,front_left_tau_tibia,front_left_state,mid_right_fx,mid_right_fy,mid_right_fz,mid_right_contact,mid_right_tau_coxa,mid_right_tau_femur,mid_right_tau_tibia,mid_right_state,mid_left_fx,mid_left_fy,mid_left_fz,mid_left_contact,mid_left_tau_coxa,mid_left_tau_femur,mid_left_tau_tibia,mid_left_state,rear_right_fx,rear_right_fy,rear_right_fz,rear_right_contact,rear_right_tau_coxa,rear_right_tau_femur,rear_right_tau_tibia,rear_right_state,rear_left_fx,rear_left_fy,rear_left_fz,rear_left_contact,rear_left_tau_coxa,rear_left_tau_femur,rear_left_tau_tibia,rear_left_state
2.289,188,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5534,-0.0009,-0.0002,0.0002,0.0005,-0.0017,-0.0004,0.000,0.000,0.0000,0.0000,-1.7777,-0.2265,0.0145,1,0.821,0.828,0.600,,-1.5832,0.0883,0.0145,1,0.014,0.985,0.900,,-2.1039,-0.2016,0.0144,1,0.441,0.993,0.899,,-1.7516,0.3686,0.0144,1,0.601,0.935,0.669,,-2.2723,0.0789,0.0144,1,0.129,1.250,1.047,,-2.0779,0.3940,0.0144,1,0.479,0.783,0.703,
2.364,192,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5534,-0.0009,-0.0002,0.0002,0.0005,-0.0017,-0.0003,0.000,0.000,0.0000,0.0000,-1.7777,-0.2265,0.0145,1,0.822,0.827,0.599,,-1.5832,0.0883,0.0145,1,0.017,0.986,0.903,,-2.1039,-0.2016,0.0144,1,0.440,0.994,0.900,,-1.7516,0.3686,0.0144,1,0.594,0.935,0.668,,-2.2723,0.0789,0.0144,1,0.132,1.253,1.050,,-2.0779,0.3940,0.0144,1,0.479,0.782,0.703,
2.385,196,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5534,-0.0009,-0.0002,0.0002,0.0005,-0.0017,-0.0004,0.000,0.000,0.0000,0.0000,-1.7778,-0.2265,0.0145,1,0.822,0.828,0.601,,-1.5832,0.0883,0.0145,1,0.015,0.988,0.905,,-2.1039,-0.2016,0.0144,1,0.441,0.994,0.900,,-1.7516,0.3686,0.0144,1,0.601,0.936,0.670,,-2.2723,0.0789,0.0144,1,0.129,1.256,1.054,,-2.0779,0.3940,0.0144,1,0.479,0.782,0.702,
2.465,200,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5534,-0.0009,-0.0003,0.0002,0.0006,-0.0016,-0.0005,0.000,0.000,0.0000,0.0000,-1.7778,-0.2265,0.0145,1,0.826,0.845,0.625,,-1.5832,0.0883,0.0145,1,0.007,0.986,0.900,,-2.1039,-0.2016,0.0144,1,0.442,0.995,0.900,,-1.7516,0.3686,0.0144,1,0.597,0.936,0.669,,-2.2723,0.0789,0.0144,1,0.146,1.265,1.066,,-2.0779,0.3940,0.0144,1,0.478,0.777,0.698,
2.487,204,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5535,-0.0005,-0.0005,0.0001,0.0010,-0.0013,-0.0004,0.000,0.000,0.0000,0.0000,-1.7778,-0.2265,0.0145,1,0.840,0.887,0.688,,-1.5832,0.0883,0.0145,1,0.000,0.989,0.893,,-2.1039,-0.2016,0.0144,1,0.466,1.011,0.913,,-1.7516,0.3686,0.0144,1,0.579,0.936,0.666,,-2.2723,0.0789,0.0144,1,0.178,1.274,1.076,,-2.0779,0.3940,0.0144,1,0.469,0.761,0.684,
2.571,208,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5535,0.0008,0.0001,-0.0001,-0.0004,-0.0001,-0.0014,0.000,0.000,0.0000,0.0000,-1.7778,-0.2266,0.0145,1,0.735,0.923,0.750,,-1.5832,0.0883,0.0145,1,0.068,0.967,0.826,,-2.1040,-0.2016,0.0144,1,0.485,0.999,0.901,,-1.7516,0.3687,0.0144,1,0.728,1.211,1.056,,-2.2723,0.0789,0.0144,1,0.076,1.324,1.139,,-2.0779,0.3940,0.0144,1,0.528,0.806,0.720,
2.593,212,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5535,0.0013,0.0000,-0.0003,-0.0007,0.0018,-0.0011,0.000,0.000,0.0000,0.0000,-1.7777,-0.2266,0.0145,1,0.805,1.055,0.925,,-1.5832,0.0883,0.0145,1,0.043,0.956,0.799,,-2.1040,-0.2016,0.0144,1,0.503,0.990,0.891,,-1.7516,0.3687,0.0144,1,0.656,1.160,0.995,,-2.2723,0.0789,0.0144,1,0.084,1.355,1.171,,-2.0779,0.3940,0.0144,1,0.526,0.795,0.709,
2.681,216,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5535,-0.0005,0.0009,-0.0000,-0.0011,0.0019,-0.0018,0.000,0.000,0.0000,0.0000,-1.7778,-0.2265,0.0145,1,0.635,0.788,0.543,,-1.5832,0.0883,0.0145,1,0.143,0.981,0.854,,-2.1040,-0.2016,0.0144,1,0.413,0.932,0.845,,-1.7516,0.3687,0.0144,1,0.808,1.206,1.062,,-2.2723,0.0789,0.0144,1,0.258,1.304,1.122,,-2.0779,0.3940,0.0144,1,0.559,0.864,0.769,
2.703,220,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5535,0.0004,0.0003,-0.0002,-0.0006,0.0021,-0.0019,0.000,0.000,0.0000,0.0000,-1.7778,-0.2266,0.0145,1,0.693,0.910,0.725,,-1.5832,0.0883,0.0145,1,0.123,0.972,0.821,,-2.1040,-0.2016,0.0144,1,0.462,0.962,0.870,,-1.7515,0.3687,0.0144,1,0.758,1.232,1.096,,-2.2723,0.0789,0.0144,1,0.160,1.335,1.158,,-2.0778,0.3940,0.0144,1,0.549,0.840,0.748,
2.784,224,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5536,-0.0006,0.0000,0.0001,-0.0004,-0.0010,-0.0007,0.000,0.000,0.0000,0.0000,-1.7778,-0.2266,0.0145,1,0.729,0.835,0.611,,-1.5832,0.0882,0.0145,1,0.106,0.991,0.881,,-2.1040,-0.2016,0.0144,1,0.431,0.937,0.848,,-1.7516,0.3686,0.0144,1,0.596,1.015,0.751,,-2.2723,0.0790,0.0144,1,0.022,1.292,1.111,,-2.0778,0.3940,0.0144,1,0.508,0.822,0.737,
2.807,228,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5536,-0.0002,0.0004,0.0000,-0.0007,-0.0008,-0.0013,0.000,0.000,0.0000,0.0000,-1.7778,-0.2266,0.0145,1,0.737,0.838,0.613,,-1.5832,0.0882,0.0145,1,0.070,0.987,0.880,,-2.1040,-0.2016,0.0144,1,0.438,0.966,0.874,,-1.7516,0.3686,0.0144,1,0.741,1.108,0.918,,-2.2723,0.0790,0.0144,1,0.074,1.307,1.114,,-2.0778,0.3940,0.0144,1,0.525,0.823,0.736,
2.882,232,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5536,-0.0007,-0.0008,0.0001,0.0014,-0.0013,0.0004,0.000,0.000,0.0000,0.0000,-1.7778,-0.2266,0.0145,1,0.836,0.941,0.768,,-1.5832,0.0882,0.0145,1,0.046,0.985,0.868,,-2.1040,-0.2016,0.0144,1,0.471,0.990,0.891,,-1.7516,0.3686,0.0144,1,0.510,0.894,0.544,,-2.2723,0.0790,0.0144,1,0.190,1.305,1.134,,-2.0778,0.3940,0.0144,1,0.455,0.757,0.683,
2.904,236,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5536,0.0004,-0.0004,-0.0001,0.0006,-0.0005,-0.0005,0.000,0.000,0.0000,0.0000,-1.7778,-0.2266,0.0145,1,0.813,0.965,0.804,,-1.5832,0.0882,0.0145,1,0.018,0.981,0.856,,-2.1040,-0.2016,0.0144,1,0.498,1.010,0.910,,-1.7515,0.3686,0.0144,1,0.623,1.068,0.851,,-2.2723,0.0790,0.0144,1,0.101,1.331,1.147,,-2.0778,0.3940,0.0144,1,0.486,0.766,0.687,
2.983,240,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5536,0.0004,-0.0001,-0.0001,-0.0002,0.0005,-0.0006,0.000,0.000,0.0000,0.0000,-1.7778,-0.2266,0.0145,1,0.884,1.012,0.872,,-1.5832,0.0882,0.0145,1,0.025,0.887,0.713,,-2.1040,-0.2016,0.0144,1,0.479,0.988,0.891,,-1.7515,0.3686,0.0144,1,0.720,1.082,0.896,,-2.2723,0.0790,0.0144,1,0.122,1.321,1.121,,-2.0778,0.3940,0.0144,1,0.503,0.788,0.706,
3.005,244,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5536,0.0002,0.0003,-0.0000,-0.0005,-0.0004,-0.0016,0.000,0.000,0.0000,0.0000,-1.7778,-0.2266,0.0145,1,0.763,0.877,0.675,,-1.5832,0.0882,0.0145,1,0.077,0.924,0.780,,-2.1040,-0.2016,0.0144,1,0.441,0.958,0.867,,-1.7515,0.3686,0.0144,1,0.792,1.114,0.939,,-2.2723,0.0790,0.0144,1,0.064,1.268,1.060,,-2.0778,0.3940,0.0144,1,0.535,0.833,0.744,
3.084,248,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5537,0.0009,0.0000,-0.0002,0.0004,0.0000,-0.0012,0.000,0.000,0.0000,0.0000,-1.7778,-0.2266,0.0145,1,0.825,1.057,0.907,,-1.5832,0.0882,0.0145,1,0.022,0.905,0.737,,-2.1040,-0.2016,0.0144,1,0.478,0.958,0.863,,-1.7515,0.3686,0.0144,1,0.624,1.073,0.884,,-2.2723,0.0790,0.0144,1,0.176,1.308,1.110,,-2.0778,0.3940,0.0144,1,0.519,0.794,0.710,
3.107,252,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5537,0.0011,0.0000,-0.0002,-0.0004,0.0022,-0.0014,0.000,0.000,0.0000,0.0000,-1.7778,-0.2266,0.0145,1,0.828,1.058,0.926,,-1.5832,0.0882,0.0145,1,0.040,0.913,0.743,,-2.1040,-0.2016,0.0144,1,0.494,0.981,0.883,,-1.7515,0.3686,0.0144,1,0.645,1.105,0.926,,-2.2723,0.0790,0.0144,1,0.138,1.307,1.108,,-2.0778,0.3940,0.0144,1,0.522,0.793,0.709,
3.194,256,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5537,-0.0002,0.0009,0.0001,-0.0010,-0.0001,-0.0023,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.614,0.780,0.480,,-1.5832,0.0882,0.0145,1,0.036,0.945,0.795,,-2.1040,-0.2016,0.0144,1,0.413,0.943,0.856,,-1.7515,0.3686,0.0144,1,0.694,1.118,0.938,,-2.2723,0.0790,0.0144,1,0.093,1.248,1.063,,-2.0778,0.3940,0.0144,1,0.533,0.813,0.725,
3.216,260,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5537,0.0008,0.0001,-0.0001,0.0002,-0.0001,-0.0013,0.000,0.000,0.0000,0.0000,-1.7778,-0.2266,0.0145,1,0.812,1.030,0.878,,-1.5832,0.0882,0.0145,1,0.046,0.928,0.775,,-2.1040,-0.2016,0.0144,1,0.475,0.959,0.864,,-1.7515,0.3686,0.0144,1,0.618,1.063,0.870,,-2.2723,0.0790,0.0144,1,0.149,1.291,1.088,,-2.0778,0.3940,0.0144,1,0.526,0.807,0.721,
3.289,264,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5537,0.0010,-0.0001,-0.0002,-0.0002,0.0020,-0.0011,0.000,0.000,0.0000,0.0000,-1.7778,-0.2266,0.0145,1,0.839,1.055,0.922,,-1.5832,0.0882,0.0145,1,0.039,0.929,0.771,,-2.1040,-0.2015,0.0144,1,0.499,0.991,0.892,,-1.7515,0.3686,0.0144,1,0.582,1.059,0.860,,-2.2723,0.0790,0.0144,1,0.189,1.297,1.097,,-2.0778,0.3940,0.0144,1,0.511,0.783,0.700,
3.310,268,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5537,-0.0002,0.0010,0.0001,-0.0013,-0.0001,-0.0024,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.590,0.773,0.471,,-1.5832,0.0882,0.0145,1,0.061,0.949,0.798,,-2.1041,-0.2015,0.0144,1,0.416,0.947,0.859,,-1.7515,0.3686,0.0144,1,0.669,1.164,1.000,,-2.2723,0.0790,0.0144,1,0.130,1.256,1.074,,-2.0778,0.3940,0.0144,1,0.538,0.818,0.729,
3.386,272,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5538,-0.0002,0.0009,0.0001,-0.0009,0.0010,-0.0024,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.648,0.795,0.549,,-1.5832,0.0882,0.0145,1,0.144,0.953,0.825,,-2.1041,-0.2015,0.0144,1,0.412,0.932,0.844,,-1.7515,0.3686,0.0144,1,0.779,1.185,1.040,,-2.2723,0.0790,0.0144,1,0.211,1.254,1.052,,-2.0778,0.3940,0.0144,1,0.567,0.871,0.776,
3.408,276,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5538,-0.0000,-0.0007,-0.0000,0.0010,0.0017,-0.0007,0.000,0.000,0.0000,0.0000,-1.7778,-0.2266,0.0145,1,0.828,1.066,0.935,,-1.5832,0.0882,0.0145,1,0.037,0.927,0.766,,-2.1041,-0.2015,0.0144,1,0.489,0.969,0.871,,-1.7515,0.3686,0.0144,1,0.420,0.903,0.575,,-2.2723,0.0790,0.0144,1,0.294,1.295,1.121,,-2.0778,0.3940,0.0144,1,0.467,0.754,0.679,
3.487,280,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5538,-0.0005,-0.0006,0.0001,0.0014,-0.0011,-0.0003,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.838,0.960,0.762,,-1.5832,0.0882,0.0145,1,0.039,0.944,0.820,,-2.1041,-0.2015,0.0144,1,0.475,0.999,0.902,,-1.7515,0.3686,0.0144,1,0.471,0.898,0.613,,-2.2723,0.0791,0.0144,1,0.295,1.268,1.075,,-2.0778,0.3941,0.0144,1,0.455,0.737,0.663,
3.509,284,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5538,-0.0002,-0.0007,0.0000,0.0015,-0.0010,0.0003,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.880,0.989,0.828,,-1.5832,0.0882,0.0145,1,0.005,0.955,0.836,,-2.1041,-0.2015,0.0144,1,0.493,1.009,0.909,,-1.7515,0.3686,0.0144,1,0.486,0.896,0.618,,-2.2723,0.0791,0.0144,1,0.290,1.266,1.063,,-2.0778,0.3940,0.0144,1,0.461,0.749,0.674,
3.585,288,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5538,0.0010,-0.0001,-0.0002,-0.0000,0.0022,-0.0019,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.789,1.049,0.924,,-1.5832,0.0882,0.0145,1,0.044,0.924,0.753,,-2.1041,-0.2015,0.0144,1,0.508,1.007,0.906,,-1.7515,0.3686,0.0144,1,0.621,1.158,0.984,,-2.2723,0.0791,0.0144,1,0.102,1.329,1.144,,-2.0778,0.3941,0.0144,1,0.510,0.772,0.691,
3.608,292,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5539,0.0015,0.0002,-0.0003,-0.0004,0.0031,-0.0027,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.763,1.048,0.925,,-1.5832,0.0882,0.0145,1,0.052,0.919,0.734,,-2.1041,-0.2015,0.0144,1,0.509,1.006,0.905,,-1.7515,0.3686,0.0144,1,0.674,1.248,1.113,,-2.2723,0.0791,0.0144,1,0.029,1.346,1.164,,-2.0778,0.3941,0.0144,1,0.533,0.792,0.707,
3.681,296,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5539,0.0002,0.0006,-0.0000,-0.0006,-0.0001,-0.0019,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.690,0.870,0.626,,-1.5832,0.0882,0.0145,1,0.042,0.951,0.802,,-2.1041,-0.2015,0.0144,1,0.444,0.967,0.875,,-1.7515,0.3686,0.0144,1,0.651,1.129,0.950,,-2.2723,0.0791,0.0144,1,0.011,1.289,1.107,,-2.0778,0.3941,0.0144,1,0.526,0.802,0.716,
3.704,300,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5539,0.0000,0.0005,-0.0000,-0.0009,-0.0005,-0.0018,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.723,0.851,0.630,,-1.5832,0.0881,0.0145,1,0.104,0.956,0.831,,-2.1041,-0.2015,0.0144,1,0.428,0.946,0.857,,-1.7515,0.3686,0.0144,1,0.783,1.136,0.967,,-2.2723,0.0791,0.0144,1,0.112,1.282,1.083,,-2.0777,0.3941,0.0144,1,0.549,0.847,0.756,
3.787,304,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5539,0.0002,0.0002,-0.0000,-0.0001,-0.0004,-0.0011,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.782,0.896,0.700,,-1.5832,0.0881,0.0145,1,0.056,0.966,0.840,,-2.1041,-0.2015,0.0144,1,0.455,0.978,0.884,,-1.7515,0.3686,0.0144,1,0.690,1.065,0.864,,-2.2723,0.0791,0.0144,1,0.029,1.280,1.080,,-2.0777,0.3941,0.0144,1,0.520,0.811,0.726,
3.809,308,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5539,0.0008,-0.0000,-0.0002,0.0001,-0.0001,-0.0011,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.822,1.003,0.851,,-1.5832,0.0881,0.0145,1,0.048,0.944,0.797,,-2.1041,-0.2015,0.0144,1,0.485,0.986,0.889,,-1.7515,0.3686,0.0144,1,0.652,1.104,0.918,,-2.2723,0.0791,0.0144,1,0.097,1.321,1.128,,-2.0777,0.3941,0.0144,1,0.518,0.795,0.711,
3.880,312,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5539,0.0012,0.0000,-0.0002,-0.0004,0.0023,-0.0016,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.830,1.054,0.922,,-1.5832,0.0881,0.0145,1,0.036,0.942,0.783,,-2.1041,-0.2015,0.0144,1,0.498,0.991,0.892,,-1.7515,0.3686,0.0144,1,0.635,1.113,0.932,,-2.2723,0.0791,0.0144,1,0.141,1.336,1.148,,-2.0777,0.3941,0.0144,1,0.520,0.788,0.704,
3.901,316,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5540,0.0004,0.0006,-0.0000,-0.0005,-0.0000,-0.0019,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.695,0.889,0.652,,-1.5832,0.0881,0.0145,1,0.030,0.962,0.816,,-2.1041,-0.2015,0.0144,1,0.447,0.964,0.872,,-1.7514,0.3686,0.0144,1,0.662,1.121,0.941,,-2.2723,0.0791,0.0144,1,0.003,1.300,1.120,,-2.0777,0.3941,0.0144,1,0.529,0.802,0.716,
3.981,320,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5540,0.0009,-0.0000,-0.0002,0.0001,-0.0000,-0.0013,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.815,1.017,0.867,,-1.5832,0.0881,0.0145,1,0.055,0.953,0.806,,-2.1041,-0.2015,0.0144,1,0.482,0.977,0.881,,-1.7514,0.3686,0.0144,1,0.650,1.105,0.922,,-2.2723,0.0791,0.0144,1,0.099,1.328,1.137,,-2.0777,0.3941,0.0144,1,0.525,0.801,0.716,
4.004,324,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5540,0.0012,-0.0000,-0.0002,-0.0000,0.0005,-0.0010,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.826,1.041,0.904,,-1.5832,0.0881,0.0145,1,0.043,0.955,0.802,,-2.1041,-0.2015,0.0144,1,0.501,0.992,0.893,,-1.7514,0.3686,0.0144,1,0.640,1.117,0.938,,-2.2723,0.0791,0.0144,1,0.116,1.335,1.146,,-2.0777,0.3941,0.0144,1,0.521,0.791,0.707,
4.084,328,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5540,-0.0005,-0.0010,0.0001,0.0017,-0.0009,0.0010,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.850,0.973,0.810,,-1.5832,0.0881,0.0145,1,0.058,0.965,0.834,,-2.1041,-0.2015,0.0144,1,0.486,0.983,0.885,,-1.7515,0.3685,0.0144,1,0.436,0.862,0.501,,-2.2723,0.0791,0.0144,1,0.242,1.295,1.126,,-2.0777,0.3941,0.0144,1,0.447,0.748,0.675,
4.107,332,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5540,-0.0000,-0.0010,-0.0000,0.0010,0.0012,0.0010,0.000,0.000,0.0000,0.0000,-1.7779,-0.2266,0.0145,1,0.855,1.045,0.910,,-1.5832,0.0881,0.0145,1,0.040,0.963,0.819,,-2.1041,-0.2015,0.0144,1,0.503,0.985,0.885,,-1.7515,0.3685,0.0144,1,0.406,0.879,0.532,,-2.2723,0.0792,0.0144,1,0.292,1.312,1.145,,-2.0777,0.3941,0.0144,1,0.453,0.745,0.672,
4.181,336,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5541,-0.0019,0.0002,0.0004,-0.0002,-0.0010,-0.0010,0.000,0.000,0.0000,0.0000,-1.7780,-0.2266,0.0145,1,0.604,0.730,0.393,,-1.5832,0.0881,0.0145,1,0.019,0.981,0.857,,-2.1041,-0.2015,0.0144,1,0.397,0.928,0.842,,-1.7514,0.3685,0.0144,1,0.513,0.915,0.572,,-2.2723,0.0792,0.0144,1,0.013,1.263,1.115,,-2.0777,0.3941,0.0144,1,0.468,0.778,0.698,
4.204,340,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5541,-0.0019,0.0002,0.0003,0.0001,-0.0013,-0.0012,0.000,0.000,0.0000,0.0000,-1.7780,-0.2266,0.0145,1,0.653,0.753,0.425,,-1.5832,0.0881,0.0145,1,0.044,0.968,0.861,,-2.1041,-0.2015,0.0144,1,0.402,0.952,0.866,,-1.7514,0.3685,0.0144,1,0.561,0.911,0.627,,-2.2723,0.0792,0.0144,1,0.082,1.256,1.080,,-2.0777,0.3941,0.0144,1,0.462,0.762,0.684,
4.280,344,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5541,-0.0017,0.0003,0.0003,-0.0002,-0.0011,-0.0014,0.000,0.000,0.0000,0.0000,-1.7780,-0.2266,0.0145,1,0.628,0.758,0.428,,-1.5832,0.0881,0.0145,1,0.030,0.971,0.859,,-2.1042,-0.2015,0.0144,1,0.405,0.943,0.857,,-1.7514,0.3685,0.0144,1,0.571,0.946,0.680,,-2.2723,0.0792,0.0144,1,0.042,1.261,1.087,,-2.0777,0.3941,0.0144,1,0.475,0.774,0.694,
4.302,348,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5541,0.0001,-0.0002,-0.0000,0.0006,-0.0007,-0.0007,0.000,0.000,0.0000,0.0000,-1.7780,-0.2266,0.0145,1,0.844,0.999,0.835,,-1.5832,0.0881,0.0145,1,0.008,0.950,0.822,,-2.1042,-0.2015,0.0144,1,0.478,0.987,0.890,,-1.7514,0.3686,0.0144,1,0.583,1.017,0.790,,-2.2723,0.0792,0.0144,1,0.195,1.320,1.128,,-2.0777,0.3941,0.0144,1,0.491,0.770,0.690,
4.383,352,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5541,-0.0005,0.0003,0.0001,-0.0004,-0.0010,-0.0013,0.000,0.000,0.0000,0.0000,-1.7780,-0.2266,0.0145,1,0.767,0.843,0.614,,-1.5832,0.0881,0.0145,1,0.056,0.972,0.867,,-2.1042,-0.2015,0.0144,1,0.425,0.955,0.865,,-1.7514,0.3686,0.0144,1,0.747,1.048,0.839,,-2.2723,0.0792,0.0144,1,0.021,1.288,1.088,,-2.0777,0.3941,0.0144,1,0.522,0.824,0.737,
4.404,356,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5542,-0.0005,0.0009,0.0001,-0.0014,-0.0009,-0.0019,0.000,0.000,0.0000,0.0000,-1.7780,-0.2266,0.0145,1,0.680,0.795,0.545,,-1.5832,0.0881,0.0145,1,0.113,0.965,0.852,,-2.1042,-0.2015,0.0144,1,0.404,0.930,0.844,,-1.7514,0.3686,0.0144,1,0.793,1.158,0.994,,-2.2723,0.0792,0.0144,1,0.179,1.300,1.107,,-2.0777,0.3941,0.0144,1,0.551,0.852,0.760,
4.479,360,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5542,0.0004,0.0006,-0.0001,-0.0010,-0.0002,-0.0019,0.000,0.000,0.0000,0.0000,-1.7780,-0.2266,0.0145,1,0.703,0.864,0.656,,-1.5832,0.0881,0.0145,1,0.112,0.971,0.839,,-2.1042,-0.2014,0.0144,1,0.443,0.961,0.869,,-1.7514,0.3686,0.0144,1,0.787,1.203,1.056,,-2.2723,0.0792,0.0144,1,0.150,1.312,1.122,,-2.0777,0.3941,0.0144,1,0.554,0.842,0.751,
4.501,364,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5542,-0.0003,0.0010,0.0001,-0.0015,-0.0007,-0.0022,0.000,0.000,0.0000,0.0000,-1.7780,-0.2266,0.0145,1,0.676,0.806,0.558,,-1.5832,0.0881,0.0145,1,0.140,0.979,0.866,,-2.1042,-0.2014,0.0144,1,0.404,0.919,0.833,,-1.7514,0.3686,0.0144,1,0.773,1.151,0.990,,-2.2723,0.0792,0.0144,1,0.174,1.295,1.103,,-2.0777,0.3941,0.0144,1,0.565,0.867,0.772,
4.579,368,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5542,0.0004,0.0006,-0.0000,-0.0011,-0.0002,-0.0020,0.000,0.000,0.0000,0.0000,-1.7780,-0.2266,0.0145,1,0.690,0.845,0.628,,-1.5832,0.0881,0.0145,1,0.127,0.983,0.857,,-2.1042,-0.2014,0.0144,1,0.440,0.960,0.868,,-1.7514,0.3686,0.0144,1,0.767,1.202,1.055,,-2.2723,0.0792,0.0144,1,0.162,1.306,1.115,,-2.0776,0.3941,0.0144,1,0.558,0.848,0.755,
4.601,372,1,-1.9278,0.0836,0.1285,-0.0000,-0.0002,-0.5542,0.0006,0.0004,-0.0001,-0.0008,-0.0001,-0.0016,0.000,0.000,0.0000,0.0000,-1.7780,-0.2266,0.0145,1,0.712,0.864,0.660,,-1.5832,0.0880,0.0145,1,0.109,0.995,0.870,,-2.1042,-0.2014,0.0144,1,0.455,0.974,0.881,,-1.7514,0.3686,0.0144,1,0.727,1.170,1.010,,-2.2723,0.0792,0.0144,1,0.104,1.300,1.109,,-2.0776,0.3941,0.0144,1,0.548,0.836,0.745,
