t,frame,mode,bx,by,bz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cmd_vx,cmd_yaw,roll_bal,pitch_bal,front_right_fx,front_right_fy,front_right_fz,front_right_contact,front_right_tau_coxa,front_right_tau_femur,front_right_tau_tibia,front_right_state,front_left_fx,front_left_fy,front_left_fz,front_left_contact,front_left_tau_coxa,front_left_tau_femur,front_left_tau_tibia,front_left_state,mid_right_fx,mid_right_fy,mid_right_fz,mid_right_contact,mid_right_tau_coxa,mid_right_tau_femur,mid_right_tau_tibia,mid_right_state,mid_left_fx,mid_left_fy,mid_left_fz,mid_left_contact,mid_left_tau_coxa,mid_left_tau_femur,mid_left_tau_tibia,mid_left_state,rear_right_fx,rear_right_fy,rear_right_fz,rear_right_contact,rear_right_tau_coxa,rear_right_tau_femur,rear_right_tau_tibia,rear_right_state,rear_left_fx,rear_left_fy,rear_left_fz,rear_left_contact,rear_left_tau_coxa,rear_left_tau_femur,rear_left_tau_tibia,rear_left_state
0.353,44,7,-0.0006,0.0004,0.1948,0.0013,0.0044,0.0001,-0.0095,0.0007,-0.4323,0.0090,0.0531,0.1010,0.000,0.000,0.0000,0.0000,0.3271,-0.1800,0.0292,0,0.080,0.107,0.100,STANCE,0.2933,0.1865,0.0291,0,0.057,0.107,0.100,STANCE,-0.0142,-0.3380,0.0297,0,0.021,0.097,0.103,STANCE,0.0293,0.3375,0.0304,0,0.313,0.096,0.104,STANCE,-0.2903,-0.1945,0.0311,0,0.041,0.088,0.106,STANCE,-0.3106,0.1811,0.0313,0,0.063,0.086,0.107,STANCE
0.371,48,7,-0.0006,0.0004,0.1860,0.0015,0.0050,0.0006,-0.0022,0.0008,-0.5959,0.0203,0.0569,0.0039,0.000,0.000,0.0000,0.0000,0.3283,-0.1800,0.0322,0,0.005,0.173,0.025,STANCE,0.2937,0.1871,0.0322,0,0.002,0.093,0.104,STANCE,-0.0143,-0.3386,0.0330,0,0.004,0.093,0.104,STANCE,0.0314,0.3379,0.0337,0,0.019,0.100,0.103,STANCE,-0.2908,-0.1951,0.0345,0,0.005,0.101,0.103,STANCE,-0.3115,0.1812,0.0348,0,0.005,0.105,0.102,STANCE
0.418,52,7,-0.0006,0.0004,0.1746,0.0018,0.0059,0.0005,-0.0003,-0.0000,-0.7591,0.0140,0.0450,-0.0059,0.000,0.000,0.0000,0.0000,0.3355,-0.1834,0.0335,0,0.000,0.105,0.004,STANCE,0.2935,0.1871,0.0325,0,0.002,0.098,0.103,STANCE,-0.0144,-0.3385,0.0334,0,0.002,0.098,0.103,STANCE,0.0314,0.3378,0.0343,0,0.002,0.097,0.103,STANCE,-0.2908,-0.1950,0.0353,0,0.002,0.097,0.103,STANCE,-0.3152,0.1830,0.0358,0,0.001,0.115,0.008,STANCE
0.436,56,7,-0.0006,0.0004,0.1604,0.0019,0.0068,0.0004,-0.0022,-0.0021,-0.9214,-0.0069,0.0640,-0.0029,0.000,0.000,0.0000,0.0000,0.3435,-0.1871,0.0330,0,0.001,0.097,0.004,STANCE,0.2936,0.1872,0.0300,0,0.001,0.140,0.019,STANCE,-0.0145,-0.3379,0.0311,0,0.001,0.172,0.012,STANCE,0.0314,0.3381,0.0320,0,0.001,0.141,0.017,STANCE,-0.2902,-0.1944,0.0332,0,0.001,0.100,0.103,STANCE,-0.3230,0.1869,0.0345,0,0.001,0.105,0.003,STANCE
0.482,60,7,-0.0007,0.0004,0.1439,0.0003,0.0058,0.0004,-0.0027,-0.0019,-1.0319,-0.0519,-0.0058,-0.0006,0.000,0.000,0.0000,0.0000,0.3467,-0.1888,0.0231,0,0.001,0.039,0.012,STANCE,0.2986,0.1897,0.0229,0,0.000,0.112,0.033,STANCE,-0.0147,-0.3428,0.0247,0,0.001,0.126,0.036,STANCE,0.0324,0.3437,0.0248,0,0.001,0.115,0.036,STANCE,-0.2872,-0.1928,0.0262,0,0.000,0.093,0.126,STANCE,-0.3285,0.1895,0.0274,0,0.001,0.089,0.029,STANCE
0.502,64,7,-0.0018,0.0005,0.1309,-0.0009,-0.0054,0.0005,-0.0387,-0.0072,-0.2067,0.0355,0.1401,-0.0095,0.000,0.000,0.0000,0.0000,0.3470,-0.1889,0.0150,1,0.924,0.768,2.400,STANCE,0.2988,0.1900,0.0147,1,1.782,0.284,2.940,STANCE,-0.0145,-0.3434,0.0147,1,2.940,2.940,2.940,STANCE,0.0330,0.3444,0.0137,1,2.940,1.975,0.257,STANCE,-0.2819,-0.1898,0.0131,1,2.287,2.940,2.414,STANCE,-0.3285,0.1898,0.0131,1,2.940,2.940,2.940,STANCE
0.555,68,7,-0.0014,0.0005,0.1267,-0.0009,-0.0035,0.0003,0.0288,-0.0325,-0.2726,0.1301,0.2493,-0.0383,0.000,0.000,0.0000,0.0000,0.3473,-0.1889,0.0159,0,0.110,0.262,0.062,STANCE,0.2996,0.1901,0.0155,0,0.088,0.167,0.044,STANCE,-0.0143,-0.3435,0.0151,0,0.046,0.161,0.024,STANCE,0.0329,0.3444,0.0146,1,0.495,0.839,1.418,STANCE,-0.2811,-0.1892,0.0141,1,0.278,1.615,0.420,STANCE,-0.3286,0.1898,0.0137,0,0.037,0.057,0.006,STANCE
0.575,72,7,-0.0012,0.0004,0.1233,-0.0008,-0.0023,0.0002,0.0003,0.0004,-0.1409,0.0073,0.0127,-0.0025,0.000,0.000,0.0000,0.0000,0.3473,-0.1891,0.0152,0,0.011,0.034,0.014,STANCE,0.2997,0.1899,0.0150,1,0.031,1.090,0.503,STANCE,-0.0143,-0.3436,0.0148,1,0.973,0.648,1.486,STANCE,0.0330,0.3443,0.0145,1,0.447,0.164,1.994,STANCE,-0.2810,-0.1892,0.0144,1,0.427,0.824,0.286,STANCE,-0.3287,0.1898,0.0142,1,0.181,1.234,1.010,STANCE
0.628,76,7,-0.0012,0.0004,0.1213,-0.0006,-0.0020,0.0002,0.0014,-0.0019,-0.0821,0.0070,0.0126,-0.0016,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0152,0,0.007,0.033,0.006,STANCE,0.2997,0.1899,0.0149,1,0.249,0.922,0.234,STANCE,-0.0143,-0.3436,0.0148,1,0.634,0.459,1.115,STANCE,0.0330,0.3443,0.0145,1,0.348,0.577,2.284,STANCE,-0.2810,-0.1892,0.0144,1,0.540,0.307,0.754,STANCE,-0.3287,0.1898,0.0142,1,0.089,0.816,0.584,STANCE
0.649,80,7,-0.0012,0.0004,0.1201,-0.0006,-0.0018,0.0002,0.0006,0.0006,-0.0469,0.0014,0.0135,0.0032,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0151,0,0.008,0.029,0.003,STANCE,0.2997,0.1899,0.0149,1,0.047,0.417,0.574,STANCE,-0.0143,-0.3436,0.0148,1,0.741,0.151,1.072,STANCE,0.0330,0.3443,0.0145,1,0.289,0.756,2.011,STANCE,-0.2811,-0.1892,0.0144,1,0.423,0.009,0.771,STANCE,-0.3287,0.1898,0.0142,1,0.149,0.693,0.468,STANCE
0.698,84,7,-0.0012,0.0004,0.1195,-0.0005,-0.0016,0.0002,0.0009,0.0001,-0.0257,0.0031,0.0097,-0.0007,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0151,0,0.001,0.034,0.000,STANCE,0.2996,0.1899,0.0149,1,1.082,0.027,1.088,STANCE,-0.0143,-0.3435,0.0147,1,0.276,0.087,0.802,STANCE,0.0330,0.3444,0.0145,1,0.168,0.518,0.113,STANCE,-0.2810,-0.1891,0.0144,1,0.181,0.164,0.990,STANCE,-0.3286,0.1898,0.0142,1,0.735,0.393,0.088,STANCE
0.720,88,7,-0.0012,0.0005,0.1191,-0.0005,-0.0015,0.0002,0.0010,0.0004,-0.0146,0.0029,0.0089,-0.0002,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0150,0,0.002,0.035,0.001,STANCE,0.2996,0.1899,0.0148,1,0.800,0.075,0.976,STANCE,-0.0143,-0.3435,0.0147,1,0.018,0.048,0.734,STANCE,0.0330,0.3444,0.0145,1,0.428,0.315,0.130,STANCE,-0.2809,-0.1891,0.0144,1,0.055,0.199,0.985,STANCE,-0.3286,0.1898,0.0143,1,0.266,0.193,0.064,STANCE
0.770,92,7,-0.0012,0.0005,0.1187,-0.0004,-0.0014,0.0002,0.0004,0.0003,-0.0264,0.0013,0.0048,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0150,1,0.107,0.253,0.208,STANCE,0.2997,0.1900,0.0148,1,0.533,0.037,0.737,STANCE,-0.0143,-0.3436,0.0147,1,0.037,0.010,0.697,STANCE,0.0330,0.3444,0.0145,1,0.288,0.279,0.273,STANCE,-0.2810,-0.1891,0.0144,1,0.026,0.052,0.771,STANCE,-0.3286,0.1898,0.0143,1,0.305,0.279,0.254,STANCE
0.792,96,7,-0.0012,0.0005,0.1183,-0.0004,-0.0013,0.0002,0.0006,0.0002,-0.0182,0.0015,0.0059,-0.0001,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0149,1,0.196,0.119,0.354,STANCE,0.2997,0.1900,0.0148,1,0.171,0.207,0.291,STANCE,-0.0143,-0.3436,0.0147,1,0.261,0.236,0.167,STANCE,0.0330,0.3444,0.0145,1,0.443,0.154,0.415,STANCE,-0.2810,-0.1891,0.0144,1,0.181,0.242,1.077,STANCE,-0.3286,0.1898,0.0143,1,0.334,0.118,0.320,STANCE
0.845,100,7,-0.0011,0.0005,0.1180,-0.0004,-0.0011,0.0002,0.0005,0.0000,-0.0106,0.0014,0.0059,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0149,1,0.188,0.034,0.409,STANCE,0.2997,0.1900,0.0148,1,0.287,0.124,0.435,STANCE,-0.0143,-0.3436,0.0147,1,0.260,0.168,0.210,STANCE,0.0330,0.3444,0.0145,1,0.512,0.044,0.497,STANCE,-0.2809,-0.1891,0.0144,1,0.249,0.427,1.342,STANCE,-0.3286,0.1898,0.0143,1,0.400,0.026,0.383,STANCE
0.867,104,7,-0.0011,0.0005,0.1179,-0.0003,-0.0010,0.0002,0.0004,-0.0000,-0.0061,0.0012,0.0057,-0.0001,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0149,1,0.163,0.119,0.450,STANCE,0.2997,0.1900,0.0147,1,0.332,0.069,0.512,STANCE,-0.0143,-0.3436,0.0147,1,0.244,0.123,0.241,STANCE,0.0330,0.3444,0.0145,1,0.524,0.010,0.532,STANCE,-0.2809,-0.1891,0.0145,1,0.279,0.504,1.439,STANCE,-0.3286,0.1898,0.0143,1,0.421,0.093,0.412,STANCE
0.922,108,7,-0.0011,0.0005,0.1178,-0.0003,-0.0009,0.0002,0.0003,-0.0000,-0.0034,0.0009,0.0049,-0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0149,1,0.165,0.023,0.401,STANCE,0.2997,0.1900,0.0147,1,0.341,0.020,0.552,STANCE,-0.0143,-0.3436,0.0147,1,0.238,0.052,0.261,STANCE,0.0330,0.3444,0.0145,1,0.557,0.040,0.552,STANCE,-0.2809,-0.1891,0.0145,1,0.297,0.549,1.480,STANCE,-0.3286,0.1898,0.0143,1,0.404,0.080,0.403,STANCE
0.943,112,7,-0.0011,0.0005,0.1177,-0.0003,-0.0009,0.0002,0.0004,-0.0000,-0.0021,0.0009,0.0051,-0.0001,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0148,1,0.142,0.154,0.478,STANCE,0.2997,0.1900,0.0147,1,0.369,0.003,0.581,STANCE,-0.0143,-0.3436,0.0147,1,0.214,0.066,0.273,STANCE,0.0330,0.3444,0.0145,1,0.520,0.053,0.556,STANCE,-0.2809,-0.1891,0.0145,1,0.291,0.561,1.497,STANCE,-0.3286,0.1898,0.0143,1,0.422,0.127,0.424,STANCE
0.996,116,7,-0.0011,0.0005,0.1177,-0.0003,-0.0008,0.0002,0.0002,-0.0000,-0.0012,0.0008,0.0043,-0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0148,1,0.148,0.056,0.425,STANCE,0.2997,0.1900,0.0147,1,0.362,0.061,0.593,STANCE,-0.0143,-0.3436,0.0147,1,0.219,0.022,0.284,STANCE,0.0330,0.3444,0.0145,1,0.550,0.053,0.562,STANCE,-0.2809,-0.1891,0.0145,1,0.303,0.572,1.506,STANCE,-0.3286,0.1898,0.0143,1,0.404,0.115,0.416,STANCE
1.018,120,7,-0.0011,0.0005,0.1177,-0.0003,-0.0007,0.0002,0.0004,-0.0001,-0.0008,0.0007,0.0042,-0.0001,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0148,1,0.135,0.108,0.433,STANCE,0.2997,0.1900,0.0147,1,0.372,0.043,0.609,STANCE,-0.0143,-0.3436,0.0147,1,0.214,0.041,0.290,STANCE,0.0330,0.3444,0.0145,1,0.536,0.054,0.562,STANCE,-0.2809,-0.1891,0.0145,1,0.301,0.570,1.505,STANCE,-0.3286,0.1898,0.0143,1,0.405,0.132,0.413,STANCE
1.073,124,7,-0.0011,0.0004,0.1177,-0.0002,-0.0006,0.0002,0.0005,-0.0001,-0.0006,0.0009,0.0040,0.0001,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0148,1,0.027,0.134,0.109,STANCE,0.2997,0.1900,0.0147,1,0.351,0.075,0.651,STANCE,-0.0143,-0.3436,0.0147,1,0.387,0.042,0.298,STANCE,0.0330,0.3444,0.0145,1,0.649,0.056,0.567,STANCE,-0.2809,-0.1891,0.0145,1,0.367,0.555,1.480,STANCE,-0.3286,0.1898,0.0143,1,0.365,0.094,0.351,STANCE
1.095,128,7,-0.0011,0.0004,0.1177,-0.0002,-0.0006,0.0002,0.0003,-0.0000,-0.0003,0.0007,0.0034,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0148,1,0.013,0.175,0.123,STANCE,0.2997,0.1900,0.0146,1,0.360,0.113,0.653,STANCE,-0.0143,-0.3436,0.0147,1,0.380,0.011,0.299,STANCE,0.0330,0.3444,0.0145,1,0.638,0.059,0.566,STANCE,-0.2809,-0.1891,0.0145,1,0.358,0.562,1.479,STANCE,-0.3286,0.1898,0.0144,1,0.361,0.077,0.358,STANCE
1.148,132,7,-0.0011,0.0004,0.1177,-0.0002,-0.0005,0.0002,0.0002,-0.0000,-0.0003,0.0007,0.0032,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0148,1,0.008,0.178,0.130,STANCE,0.2997,0.1900,0.0146,1,0.365,0.122,0.658,STANCE,-0.0143,-0.3436,0.0147,1,0.374,0.005,0.301,STANCE,0.0330,0.3444,0.0145,1,0.630,0.058,0.564,STANCE,-0.2809,-0.1891,0.0145,1,0.354,0.561,1.476,STANCE,-0.3286,0.1898,0.0144,1,0.359,0.072,0.356,STANCE
1.170,136,7,-0.0011,0.0004,0.1177,-0.0002,-0.0004,0.0002,0.0002,-0.0000,-0.0002,0.0007,0.0029,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0147,1,0.004,0.175,0.134,STANCE,0.2997,0.1900,0.0146,1,0.369,0.125,0.662,STANCE,-0.0143,-0.3436,0.0146,1,0.368,0.003,0.303,STANCE,0.0330,0.3444,0.0145,1,0.623,0.057,0.562,STANCE,-0.2809,-0.1891,0.0145,1,0.350,0.559,1.472,STANCE,-0.3286,0.1898,0.0144,1,0.356,0.069,0.352,STANCE
1.222,140,7,-0.0011,0.0004,0.1177,-0.0002,-0.0004,0.0002,0.0002,-0.0000,-0.0002,0.0006,0.0028,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0147,1,0.001,0.172,0.138,STANCE,0.2997,0.1900,0.0146,1,0.372,0.127,0.665,STANCE,-0.0143,-0.3436,0.0146,1,0.363,0.002,0.305,STANCE,0.0330,0.3444,0.0145,1,0.617,0.056,0.560,STANCE,-0.2809,-0.1891,0.0145,1,0.347,0.557,1.469,STANCE,-0.3286,0.1898,0.0144,1,0.354,0.066,0.348,STANCE
1.243,144,7,-0.0011,0.0004,0.1177,-0.0002,-0.0003,0.0002,0.0002,-0.0000,-0.0002,0.0006,0.0026,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0147,1,0.002,0.169,0.141,STANCE,0.2997,0.1900,0.0146,1,0.375,0.128,0.668,STANCE,-0.0143,-0.3436,0.0146,1,0.357,0.001,0.307,STANCE,0.0330,0.3444,0.0145,1,0.611,0.056,0.558,STANCE,-0.2809,-0.1891,0.0145,1,0.344,0.556,1.466,STANCE,-0.3286,0.1898,0.0144,1,0.351,0.063,0.344,STANCE
1.295,148,7,-0.0011,0.0004,0.1177,-0.0002,-0.0003,0.0002,0.0002,-0.0000,-0.0002,0.0006,0.0024,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0147,1,0.006,0.167,0.144,STANCE,0.2997,0.1900,0.0146,1,0.377,0.129,0.670,STANCE,-0.0143,-0.3436,0.0146,1,0.353,0.000,0.309,STANCE,0.0330,0.3444,0.0145,1,0.606,0.055,0.556,STANCE,-0.2809,-0.1891,0.0145,1,0.342,0.555,1.464,STANCE,-0.3286,0.1898,0.0144,1,0.349,0.060,0.340,STANCE
1.317,152,7,-0.0011,0.0004,0.1177,-0.0002,-0.0003,0.0002,0.0002,-0.0000,-0.0002,0.0006,0.0022,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0147,1,0.009,0.165,0.147,STANCE,0.2997,0.1900,0.0146,1,0.379,0.130,0.672,STANCE,-0.0143,-0.3436,0.0146,1,0.349,0.001,0.311,STANCE,0.0330,0.3444,0.0145,1,0.602,0.054,0.554,STANCE,-0.2809,-0.1891,0.0145,1,0.339,0.554,1.462,STANCE,-0.3286,0.1898,0.0144,1,0.347,0.057,0.337,STANCE
1.371,156,7,-0.0011,0.0004,0.1177,-0.0001,-0.0002,0.0002,0.0002,-0.0000,-0.0002,0.0005,0.0021,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0147,1,0.012,0.163,0.149,STANCE,0.2997,0.1900,0.0146,1,0.381,0.130,0.674,STANCE,-0.0143,-0.3436,0.0146,1,0.345,0.002,0.312,STANCE,0.0330,0.3444,0.0145,1,0.598,0.054,0.552,STANCE,-0.2809,-0.1891,0.0145,1,0.338,0.553,1.461,STANCE,-0.3286,0.1898,0.0144,1,0.346,0.055,0.334,STANCE
1.393,160,7,-0.0011,0.0004,0.1176,-0.0001,-0.0002,0.0002,0.0002,-0.0000,-0.0001,0.0005,0.0019,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0147,1,0.014,0.162,0.151,STANCE,0.2997,0.1900,0.0146,1,0.382,0.131,0.675,STANCE,-0.0143,-0.3436,0.0146,1,0.343,0.002,0.313,STANCE,0.0330,0.3444,0.0145,1,0.594,0.053,0.551,STANCE,-0.2809,-0.1891,0.0145,1,0.336,0.552,1.459,STANCE,-0.3286,0.1898,0.0144,1,0.345,0.053,0.331,STANCE
1.444,164,7,-0.0011,0.0004,0.1176,-0.0001,-0.0001,0.0002,0.0002,-0.0000,-0.0001,0.0005,0.0018,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0147,1,0.016,0.160,0.152,STANCE,0.2997,0.1900,0.0145,1,0.384,0.131,0.676,STANCE,-0.0143,-0.3436,0.0146,1,0.340,0.003,0.315,STANCE,0.0330,0.3444,0.0145,1,0.592,0.053,0.549,STANCE,-0.2809,-0.1891,0.0145,1,0.334,0.551,1.458,STANCE,-0.3286,0.1898,0.0144,1,0.344,0.051,0.329,STANCE
1.467,168,7,-0.0011,0.0004,0.1176,-0.0001,-0.0001,0.0002,0.0002,-0.0000,-0.0001,0.0005,0.0017,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0147,1,0.017,0.159,0.154,STANCE,0.2997,0.1900,0.0145,1,0.385,0.131,0.677,STANCE,-0.0143,-0.3436,0.0146,1,0.338,0.004,0.316,STANCE,0.0330,0.3444,0.0145,1,0.589,0.053,0.548,STANCE,-0.2809,-0.1891,0.0145,1,0.333,0.551,1.457,STANCE,-0.3286,0.1898,0.0144,1,0.344,0.050,0.327,STANCE
1.515,172,7,-0.0011,0.0004,0.1176,-0.0001,-0.0001,0.0002,0.0002,-0.0000,-0.0001,0.0004,0.0016,0.0000,0.000,0.000,0.0000,0.0000,0.3473,-0.1890,0.0146,1,0.018,0.159,0.155,STANCE,0.2997,0.1900,0.0145,1,0.386,0.131,0.677,STANCE,-0.0143,-0.3436,0.0146,1,0.337,0.005,0.317,STANCE,0.0330,0.3444,0.0144,1,0.587,0.052,0.547,STANCE,-0.2809,-0.1891,0.0145,1,0.332,0.550,1.457,STANCE,-0.3286,0.1898,0.0144,1,0.344,0.048,0.326,STANCE
