t,frame,mode,bx,by,bz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cmd_vx,cmd_yaw,roll_bal,pitch_bal,front_right_fx,front_right_fy,front_right_fz,front_right_contact,front_right_force,front_right_tau_coxa,front_right_tau_femur,front_right_tau_tibia,front_right_state,front_left_fx,front_left_fy,front_left_fz,front_left_contact,front_left_force,front_left_tau_coxa,front_left_tau_femur,front_left_tau_tibia,front_left_state,mid_right_fx,mid_right_fy,mid_right_fz,mid_right_contact,mid_right_force,mid_right_tau_coxa,mid_right_tau_femur,mid_right_tau_tibia,mid_right_state,mid_left_fx,mid_left_fy,mid_left_fz,mid_left_contact,mid_left_force,mid_left_tau_coxa,mid_left_tau_femur,mid_left_tau_tibia,mid_left_state,rear_right_fx,rear_right_fy,rear_right_fz,rear_right_contact,rear_right_force,rear_right_tau_coxa,rear_right_tau_femur,rear_right_tau_tibia,rear_right_state,rear_left_fx,rear_left_fy,rear_left_fz,rear_left_contact,rear_left_force,rear_left_tau_coxa,rear_left_tau_femur,rear_left_tau_tibia,rear_left_state
0.000,4,tripod,0.0017,0.0035,0.1344,0.0001,-0.0001,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3007,-0.1849,0.0144,1,2.20,0.010,0.296,0.046,STANCE,0.2994,0.1941,0.0144,1,1.92,0.441,0.970,0.812,STANCE,0.0030,-0.3406,0.0144,1,2.16,0.213,0.830,0.592,STANCE,0.0004,0.3475,0.0144,1,2.11,0.704,0.400,0.080,STANCE,-0.2960,-0.1872,0.0144,1,2.20,0.616,1.090,0.897,STANCE,-0.2974,0.1919,0.0144,1,2.07,0.503,1.040,0.866,STANCE
0.038,8,tripod,0.0017,0.0035,0.1344,0.0001,-0.0001,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3007,-0.1849,0.0144,1,2.20,0.010,0.296,0.046,STANCE,0.2994,0.1941,0.0144,1,1.92,0.441,0.970,0.812,STANCE,0.0030,-0.3406,0.0144,1,2.16,0.213,0.830,0.592,STANCE,0.0004,0.3475,0.0144,1,2.11,0.704,0.400,0.080,STANCE,-0.2960,-0.1872,0.0144,1,2.20,0.616,1.090,0.897,STANCE,-0.2974,0.1919,0.0144,1,2.07,0.503,1.040,0.866,STANCE
0.060,12,tripod,0.0017,0.0035,0.1344,0.0001,-0.0001,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3007,-0.1849,0.0144,1,2.20,0.010,0.296,0.046,STANCE,0.2994,0.1941,0.0144,1,1.92,0.441,0.970,0.812,STANCE,0.0030,-0.3406,0.0144,1,2.16,0.213,0.830,0.592,STANCE,0.0004,0.3475,0.0144,1,2.11,0.704,0.400,0.080,STANCE,-0.2960,-0.1872,0.0144,1,2.20,0.616,1.090,0.897,STANCE,-0.2974,0.1919,0.0144,1,2.07,0.503,1.040,0.866,STANCE
0.095,16,tripod,0.0017,0.0035,0.1344,0.0001,-0.0001,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3007,-0.1849,0.0144,1,2.20,0.010,0.296,0.046,STANCE,0.2994,0.1941,0.0144,1,1.92,0.441,0.970,0.812,STANCE,0.0030,-0.3406,0.0144,1,2.16,0.213,0.830,0.592,STANCE,0.0004,0.3475,0.0144,1,2.11,0.704,0.400,0.080,STANCE,-0.2960,-0.1872,0.0144,1,2.20,0.616,1.090,0.897,STANCE,-0.2974,0.1919,0.0144,1,2.07,0.503,1.040,0.866,STANCE
0.117,20,tripod,0.0017,0.0035,0.1344,0.0001,-0.0001,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3007,-0.1849,0.0144,1,2.20,0.010,0.296,0.046,STANCE,0.2994,0.1941,0.0144,1,1.92,0.441,0.970,0.812,STANCE,0.0030,-0.3406,0.0144,1,2.16,0.213,0.830,0.592,STANCE,0.0004,0.3475,0.0144,1,2.11,0.704,0.400,0.080,STANCE,-0.2960,-0.1872,0.0144,1,2.20,0.616,1.090,0.897,STANCE,-0.2974,0.1919,0.0144,1,2.07,0.503,1.040,0.866,STANCE
0.153,24,tripod,0.0017,0.0035,0.1344,0.0001,-0.0001,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3007,-0.1849,0.0144,1,2.20,0.010,0.296,0.046,STANCE,0.2994,0.1941,0.0144,1,1.92,0.441,0.971,0.812,STANCE,0.0030,-0.3406,0.0144,1,2.16,0.213,0.830,0.592,STANCE,0.0004,0.3475,0.0144,1,2.11,0.704,0.400,0.080,STANCE,-0.2960,-0.1872,0.0144,1,2.20,0.616,1.090,0.897,STANCE,-0.2974,0.1919,0.0144,1,2.07,0.503,1.040,0.866,STANCE
0.175,28,tripod,0.0017,0.0035,0.1344,0.0001,-0.0001,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3007,-0.1849,0.0144,1,2.20,0.010,0.296,0.046,STANCE,0.2994,0.1941,0.0144,1,1.92,0.441,0.971,0.812,STANCE,0.0030,-0.3406,0.0144,1,2.16,0.213,0.830,0.592,STANCE,0.0004,0.3475,0.0144,1,2.11,0.704,0.400,0.080,STANCE,-0.2960,-0.1872,0.0144,1,2.20,0.616,1.090,0.897,STANCE,-0.2974,0.1919,0.0144,1,2.07,0.503,1.040,0.866,STANCE
0.208,32,tripod,0.0017,0.0035,0.1344,0.0001,-0.0001,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3007,-0.1849,0.0144,1,2.20,0.010,0.296,0.046,STANCE,0.2994,0.1941,0.0144,1,1.92,0.441,0.971,0.812,STANCE,0.0030,-0.3406,0.0144,1,2.16,0.213,0.830,0.592,STANCE,0.0004,0.3475,0.0144,1,2.11,0.704,0.400,0.080,STANCE,-0.2960,-0.1872,0.0144,1,2.20,0.616,1.090,0.897,STANCE,-0.2974,0.1919,0.0144,1,2.07,0.503,1.040,0.866,STANCE
0.230,36,tripod,0.0017,0.0035,0.1344,0.0001,-0.0001,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3007,-0.1849,0.0144,1,2.20,0.010,0.296,0.046,STANCE,0.2994,0.1941,0.0144,1,1.92,0.441,0.971,0.812,STANCE,0.0030,-0.3406,0.0144,1,2.16,0.213,0.830,0.592,STANCE,0.0004,0.3475,0.0144,1,2.11,0.704,0.400,0.080,STANCE,-0.2960,-0.1872,0.0144,1,2.20,0.616,1.090,0.897,STANCE,-0.2974,0.1919,0.0144,1,2.07,0.503,1.040,0.866,STANCE
0.267,40,tripod,0.0017,0.0035,0.1344,0.0001,-0.0001,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3007,-0.1849,0.0144,1,2.20,0.010,0.296,0.046,STANCE,0.2994,0.1941,0.0144,1,1.92,0.441,0.971,0.812,STANCE,0.0030,-0.3406,0.0144,1,2.16,0.213,0.830,0.592,STANCE,0.0004,0.3475,0.0144,1,2.11,0.704,0.400,0.080,STANCE,-0.2960,-0.1872,0.0144,1,2.20,0.616,1.090,0.897,STANCE,-0.2974,0.1919,0.0144,1,2.07,0.503,1.040,0.866,STANCE
