t,frame,mode,bx,by,bz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cmd_vx,cmd_yaw,roll_bal,pitch_bal,front_right_fx,front_right_fy,front_right_fz,front_right_contact,front_right_force,front_right_tau_coxa,front_right_tau_femur,front_right_tau_tibia,front_right_state,front_left_fx,front_left_fy,front_left_fz,front_left_contact,front_left_force,front_left_tau_coxa,front_left_tau_femur,front_left_tau_tibia,front_left_state,mid_right_fx,mid_right_fy,mid_right_fz,mid_right_contact,mid_right_force,mid_right_tau_coxa,mid_right_tau_femur,mid_right_tau_tibia,mid_right_state,mid_left_fx,mid_left_fy,mid_left_fz,mid_left_contact,mid_left_force,mid_left_tau_coxa,mid_left_tau_femur,mid_left_tau_tibia,mid_left_state,rear_right_fx,rear_right_fy,rear_right_fz,rear_right_contact,rear_right_force,rear_right_tau_coxa,rear_right_tau_femur,rear_right_tau_tibia,rear_right_state,rear_left_fx,rear_left_fy,rear_left_fz,rear_left_contact,rear_left_force,rear_left_tau_coxa,rear_left_tau_femur,rear_left_tau_tibia,rear_left_state
0.000,4,1,0.0302,0.0002,0.1764,0.0000,0.0001,0.0456,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3288,-0.1714,0.0144,1,2.23,0.005,0.301,0.057,,0.3120,0.1982,0.0144,1,2.19,0.014,0.305,0.043,,0.0455,-0.3345,0.0144,1,2.16,0.011,0.279,0.061,,0.0149,0.3348,0.0144,1,2.06,0.007,0.291,0.034,,-0.2516,-0.1979,0.0144,1,2.03,0.001,0.267,0.057,,-0.2685,0.1717,0.0145,1,1.98,0.003,0.257,0.056,
0.068,8,1,0.0302,0.0002,0.1764,0.0000,0.0001,0.0456,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3288,-0.1714,0.0144,1,2.23,0.006,0.301,0.057,,0.3120,0.1982,0.0144,1,2.18,0.014,0.304,0.043,,0.0455,-0.3345,0.0144,1,2.16,0.012,0.279,0.061,,0.0149,0.3348,0.0144,1,2.06,0.008,0.291,0.034,,-0.2516,-0.1979,0.0144,1,2.04,0.001,0.268,0.056,,-0.2685,0.1717,0.0145,1,1.99,0.003,0.258,0.056,
0.090,12,1,0.0302,0.0002,0.1764,0.0000,0.0001,0.0456,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3288,-0.1714,0.0144,1,2.23,0.006,0.301,0.057,,0.3120,0.1982,0.0144,1,2.18,0.014,0.305,0.043,,0.0455,-0.3345,0.0144,1,2.16,0.012,0.279,0.061,,0.0149,0.3348,0.0144,1,2.06,0.007,0.291,0.034,,-0.2516,-0.1979,0.0144,1,2.04,0.001,0.267,0.056,,-0.2685,0.1717,0.0145,1,1.98,0.003,0.258,0.056,
0.159,16,1,0.0302,0.0002,0.1764,0.0000,0.0001,0.0456,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3288,-0.1714,0.0144,1,2.23,0.006,0.301,0.057,,0.3120,0.1982,0.0144,1,2.19,0.014,0.305,0.043,,0.0455,-0.3345,0.0144,1,2.16,0.011,0.279,0.061,,0.0149,0.3348,0.0144,1,2.06,0.007,0.291,0.034,,-0.2516,-0.1979,0.0144,1,2.03,0.001,0.267,0.056,,-0.2685,0.1717,0.0145,1,1.98,0.003,0.257,0.056,
0.181,20,1,0.0302,0.0002,0.1764,0.0000,0.0001,0.0456,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3288,-0.1714,0.0144,1,2.23,0.006,0.300,0.057,,0.3120,0.1982,0.0144,1,2.18,0.014,0.304,0.043,,0.0455,-0.3345,0.0144,1,2.16,0.013,0.279,0.061,,0.0149,0.3348,0.0144,1,2.06,0.008,0.291,0.034,,-0.2516,-0.1979,0.0144,1,2.04,0.001,0.268,0.056,,-0.2685,0.1717,0.0145,1,1.99,0.003,0.258,0.056,
0.250,24,1,0.0302,0.0002,0.1764,0.0000,0.0001,0.0456,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3288,-0.1714,0.0144,1,2.23,0.006,0.301,0.057,,0.3120,0.1982,0.0144,1,2.18,0.014,0.305,0.043,,0.0455,-0.3345,0.0144,1,2.16,0.012,0.279,0.061,,0.0149,0.3348,0.0144,1,2.06,0.007,0.291,0.034,,-0.2516,-0.1979,0.0144,1,2.04,0.001,0.267,0.056,,-0.2685,0.1717,0.0145,1,1.98,0.003,0.258,0.056,
0.272,28,1,0.0302,0.0002,0.1764,0.0000,0.0001,0.0456,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3288,-0.1714,0.0144,1,2.23,0.006,0.301,0.057,,0.3120,0.1982,0.0144,1,2.19,0.013,0.305,0.043,,0.0455,-0.3345,0.0144,1,2.16,0.011,0.279,0.061,,0.0149,0.3348,0.0144,1,2.06,0.007,0.291,0.034,,-0.2516,-0.1979,0.0144,1,2.03,0.001,0.267,0.056,,-0.2685,0.1717,0.0145,1,1.98,0.003,0.257,0.056,
0.344,32,1,0.0302,0.0002,0.1764,0.0000,0.0001,0.0456,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3288,-0.1714,0.0144,1,2.23,0.006,0.301,0.057,,0.3120,0.1982,0.0144,1,2.18,0.014,0.304,0.043,,0.0455,-0.3345,0.0144,1,2.16,0.013,0.279,0.061,,0.0149,0.3348,0.0144,1,2.06,0.008,0.291,0.034,,-0.2516,-0.1979,0.0144,1,2.04,0.001,0.268,0.056,,-0.2685,0.1717,0.0145,1,1.99,0.002,0.258,0.056,
0.368,36,1,0.0302,0.0002,0.1764,0.0000,0.0001,0.0456,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3288,-0.1714,0.0144,1,2.23,0.006,0.301,0.057,,0.3120,0.1982,0.0144,1,2.18,0.014,0.305,0.043,,0.0455,-0.3345,0.0144,1,2.16,0.012,0.279,0.061,,0.0149,0.3348,0.0144,1,2.06,0.008,0.291,0.034,,-0.2516,-0.1979,0.0144,1,2.04,0.001,0.267,0.056,,-0.2685,0.1717,0.0145,1,1.98,0.003,0.258,0.056,
0.438,40,1,0.0302,0.0002,0.1764,0.0000,0.0001,0.0456,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.3288,-0.1714,0.0144,1,2.23,0.006,0.301,0.057,,0.3120,0.1982,0.0144,1,2.19,0.013,0.305,0.043,,0.0455,-0.3345,0.0144,1,2.16,0.011,0.279,0.061,,0.0149,0.3348,0.0144,1,2.06,0.007,0.291,0.034,,-0.2516,-0.1979,0.0144,1,2.03,0.001,0.267,0.056,,-0.2685,0.1717,0.0145,1,1.98,0.003,0.257,0.056,
