t,frame,mode,bx,by,bz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cmd_vx,cmd_yaw,roll_bal,pitch_bal,front_right_fx,front_right_fy,front_right_fz,front_right_contact,front_right_force,front_right_tau_coxa,front_right_tau_femur,front_right_tau_tibia,front_right_state,front_left_fx,front_left_fy,front_left_fz,front_left_contact,front_left_force,front_left_tau_coxa,front_left_tau_femur,front_left_tau_tibia,front_left_state,mid_right_fx,mid_right_fy,mid_right_fz,mid_right_contact,mid_right_force,mid_right_tau_coxa,mid_right_tau_femur,mid_right_tau_tibia,mid_right_state,mid_left_fx,mid_left_fy,mid_left_fz,mid_left_contact,mid_left_force,mid_left_tau_coxa,mid_left_tau_femur,mid_left_tau_tibia,mid_left_state,rear_right_fx,rear_right_fy,rear_right_fz,rear_right_contact,rear_right_force,rear_right_tau_coxa,rear_right_tau_femur,rear_right_tau_tibia,rear_right_state,rear_left_fx,rear_left_fy,rear_left_fz,rear_left_contact,rear_left_force,rear_left_tau_coxa,rear_left_tau_femur,rear_left_tau_tibia,rear_left_state
0.000,4,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.09,0.735,0.594,0.314,STANCE,0.7096,0.3098,0.0144,1,2.12,0.334,0.476,0.166,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.150,0.353,0.017,STANCE,0.4870,0.3480,0.0144,1,2.14,0.053,0.339,0.002,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.889,0.594,0.319,STANCE,0.2853,0.2464,0.0144,1,2.09,0.395,0.416,0.096,STANCE
0.022,8,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.09,0.735,0.594,0.314,STANCE,0.7096,0.3098,0.0144,1,2.12,0.334,0.476,0.166,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.150,0.353,0.017,STANCE,0.4870,0.3480,0.0144,1,2.14,0.053,0.339,0.002,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.889,0.594,0.319,STANCE,0.2853,0.2464,0.0144,1,2.09,0.395,0.416,0.096,STANCE
0.060,12,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.09,0.735,0.594,0.314,STANCE,0.7096,0.3098,0.0144,1,2.12,0.334,0.476,0.166,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.150,0.353,0.017,STANCE,0.4870,0.3480,0.0144,1,2.14,0.053,0.339,0.002,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.889,0.594,0.319,STANCE,0.2853,0.2464,0.0144,1,2.09,0.395,0.416,0.096,STANCE
0.082,16,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.09,0.735,0.594,0.314,STANCE,0.7096,0.3098,0.0144,1,2.12,0.334,0.476,0.166,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.150,0.353,0.017,STANCE,0.4870,0.3480,0.0144,1,2.14,0.053,0.339,0.002,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.889,0.594,0.319,STANCE,0.2853,0.2464,0.0144,1,2.09,0.395,0.416,0.096,STANCE
0.119,20,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.09,0.735,0.594,0.314,STANCE,0.7096,0.3098,0.0144,1,2.12,0.334,0.476,0.166,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.150,0.353,0.017,STANCE,0.4870,0.3480,0.0144,1,2.14,0.053,0.339,0.002,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.889,0.594,0.319,STANCE,0.2853,0.2464,0.0144,1,2.09,0.395,0.416,0.096,STANCE
0.142,24,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.09,0.735,0.594,0.314,STANCE,0.7096,0.3098,0.0144,1,2.12,0.334,0.476,0.166,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.150,0.353,0.017,STANCE,0.4870,0.3480,0.0144,1,2.14,0.053,0.339,0.002,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.889,0.594,0.319,STANCE,0.2853,0.2464,0.0144,1,2.09,0.395,0.415,0.096,STANCE
0.174,28,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,0.0002,-0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.08,0.736,0.594,0.315,STANCE,0.7096,0.3098,0.0144,1,2.11,0.334,0.475,0.168,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.150,0.353,0.018,STANCE,0.4870,0.3480,0.0144,1,2.13,0.053,0.339,0.003,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.890,0.594,0.320,STANCE,0.2853,0.2464,0.0144,1,2.08,0.395,0.416,0.098,STANCE
0.197,32,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,0.0001,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.08,0.736,0.595,0.316,STANCE,0.7096,0.3098,0.0144,1,2.11,0.334,0.476,0.168,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.151,0.354,0.019,STANCE,0.4870,0.3480,0.0144,1,2.14,0.052,0.339,0.003,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.891,0.595,0.321,STANCE,0.2853,0.2464,0.0144,1,2.08,0.395,0.417,0.098,STANCE
0.234,36,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,0.0001,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.09,0.736,0.596,0.317,STANCE,0.7096,0.3098,0.0144,1,2.12,0.334,0.477,0.169,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.151,0.354,0.019,STANCE,0.4870,0.3480,0.0144,1,2.14,0.052,0.340,0.003,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.891,0.596,0.322,STANCE,0.2853,0.2464,0.0144,1,2.09,0.395,0.417,0.099,STANCE
0.257,40,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.09,0.736,0.596,0.317,STANCE,0.7096,0.3098,0.0144,1,2.12,0.335,0.477,0.169,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.151,0.355,0.019,STANCE,0.4870,0.3480,0.0144,1,2.14,0.052,0.340,0.004,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.891,0.596,0.322,STANCE,0.2853,0.2464,0.0144,1,2.09,0.395,0.418,0.099,STANCE
0.296,44,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.09,0.736,0.596,0.317,STANCE,0.7096,0.3098,0.0144,1,2.12,0.335,0.478,0.169,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.151,0.355,0.019,STANCE,0.4870,0.3480,0.0144,1,2.14,0.052,0.340,0.004,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.891,0.596,0.322,STANCE,0.2853,0.2464,0.0144,1,2.09,0.396,0.418,0.099,STANCE
0.318,48,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.09,0.736,0.597,0.317,STANCE,0.7096,0.3098,0.0144,1,2.12,0.335,0.478,0.169,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.151,0.355,0.019,STANCE,0.4870,0.3480,0.0144,1,2.14,0.052,0.341,0.004,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.891,0.596,0.322,STANCE,0.2853,0.2464,0.0144,1,2.09,0.396,0.418,0.099,STANCE
0.356,52,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.09,0.736,0.597,0.317,STANCE,0.7096,0.3098,0.0144,1,2.12,0.335,0.478,0.169,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.151,0.355,0.019,STANCE,0.4870,0.3480,0.0144,1,2.14,0.051,0.341,0.004,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.891,0.596,0.322,STANCE,0.2853,0.2464,0.0144,1,2.09,0.396,0.418,0.099,STANCE
0.378,56,placemove,0.5379,0.0078,0.1344,0.0000,0.0000,0.1483,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.7905,-0.2309,0.0144,1,2.09,0.736,0.597,0.317,STANCE,0.7096,0.3098,0.0144,1,2.12,0.335,0.478,0.169,STANCE,0.5887,-0.3325,0.0144,1,2.13,0.151,0.355,0.019,STANCE,0.4870,0.3480,0.0144,1,2.14,0.051,0.341,0.004,STANCE,0.3661,-0.2943,0.0144,1,2.08,0.891,0.596,0.322,STANCE,0.2853,0.2464,0.0144,1,2.09,0.396,0.418,0.099,STANCE
