t,frame,mode,bx,by,bz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cmd_vx,cmd_yaw,roll_bal,pitch_bal,front_right_fx,front_right_fy,front_right_fz,front_right_contact,front_right_force,front_right_tau_coxa,front_right_tau_femur,front_right_tau_tibia,front_right_state,front_left_fx,front_left_fy,front_left_fz,front_left_contact,front_left_force,front_left_tau_coxa,front_left_tau_femur,front_left_tau_tibia,front_left_state,mid_right_fx,mid_right_fy,mid_right_fz,mid_right_contact,mid_right_force,mid_right_tau_coxa,mid_right_tau_femur,mid_right_tau_tibia,mid_right_state,mid_left_fx,mid_left_fy,mid_left_fz,mid_left_contact,mid_left_force,mid_left_tau_coxa,mid_left_tau_femur,mid_left_tau_tibia,mid_left_state,rear_right_fx,rear_right_fy,rear_right_fz,rear_right_contact,rear_right_force,rear_right_tau_coxa,rear_right_tau_femur,rear_right_tau_tibia,rear_right_state,rear_left_fx,rear_left_fy,rear_left_fz,rear_left_contact,rear_left_force,rear_left_tau_coxa,rear_left_tau_femur,rear_left_tau_tibia,rear_left_state
0.000,4,tripod,0.0004,0.0028,0.1346,0.0008,0.0001,0.0050,-0.0112,0.0248,0.0038,0.0098,-0.0099,0.0593,0.000,0.000,0.0000,0.0000,0.2997,-0.1851,0.0144,0,0.22,0.121,0.031,0.033,,0.3020,0.1965,0.0150,1,4.89,0.879,2.614,2.209,,0.0022,-0.3411,0.0143,1,2.96,1.459,1.084,0.745,,-0.0012,0.3468,0.0148,0,0.00,0.002,0.038,0.000,,-0.2969,-0.1881,0.0145,1,3.02,1.376,1.007,0.648,,-0.2993,0.1912,0.0148,1,1.98,0.637,0.957,0.788,
0.023,8,tripod,0.0003,0.0031,0.1346,0.0008,-0.0001,0.0056,-0.0004,0.0112,0.0001,-0.0013,-0.0078,0.0081,0.000,0.000,0.0000,0.0000,0.2997,-0.1846,0.0144,1,1.01,0.505,0.247,0.136,,0.2990,0.1953,0.0149,1,4.12,0.822,2.145,1.790,,0.0023,-0.3408,0.0143,1,2.01,0.838,0.558,0.303,,-0.0016,0.3473,0.0148,1,0.87,0.252,0.105,0.271,,-0.2969,-0.1880,0.0144,1,2.66,1.250,1.104,0.813,,-0.2992,0.1911,0.0147,1,2.00,0.384,1.023,0.861,
0.051,12,tripod,0.0003,0.0032,0.1346,0.0007,-0.0001,0.0057,-0.0008,0.0020,-0.0008,-0.0036,-0.0008,0.0015,0.000,0.000,0.0000,0.0000,0.2997,-0.1845,0.0145,1,1.92,0.698,0.462,0.209,,0.2981,0.1949,0.0148,1,2.85,0.625,1.458,1.215,,0.0023,-0.3408,0.0143,1,2.00,0.004,0.839,0.639,,-0.0017,0.3473,0.0148,1,1.42,0.215,0.593,0.462,,-0.2970,-0.1880,0.0144,1,2.40,0.897,1.120,0.889,,-0.2992,0.1912,0.0147,1,2.07,0.535,1.037,0.861,
0.073,16,tripod,0.0003,0.0032,0.1346,0.0007,-0.0001,0.0057,0.0000,0.0005,-0.0007,-0.0033,-0.0002,0.0006,0.000,0.000,0.0000,0.0000,0.2997,-0.1845,0.0145,1,1.94,0.636,0.509,0.241,,0.2979,0.1947,0.0148,1,2.50,0.618,1.262,1.047,,0.0023,-0.3408,0.0143,1,2.04,0.247,0.859,0.649,,-0.0017,0.3473,0.0148,1,1.86,0.323,0.632,0.413,,-0.2970,-0.1880,0.0144,1,2.32,0.734,1.127,0.916,,-0.2992,0.1912,0.0147,1,2.01,0.539,0.998,0.827,
0.103,20,tripod,0.0003,0.0032,0.1345,0.0006,-0.0001,0.0057,-0.0003,-0.0000,-0.0008,-0.0031,-0.0002,0.0003,0.000,0.000,0.0000,0.0000,0.2997,-0.1845,0.0145,1,2.05,0.574,0.527,0.241,,0.2977,0.1946,0.0147,1,2.17,0.537,1.094,0.909,,0.0023,-0.3408,0.0143,1,2.11,0.365,0.855,0.627,,-0.0017,0.3473,0.0148,1,2.05,0.359,0.668,0.414,,-0.2970,-0.1880,0.0144,1,2.23,0.660,1.095,0.897,,-0.2992,0.1912,0.0146,1,2.06,0.557,1.020,0.844,
0.125,24,tripod,0.0003,0.0032,0.1345,0.0006,-0.0001,0.0057,-0.0000,0.0003,-0.0008,-0.0030,-0.0001,0.0001,0.000,0.000,0.0000,0.0000,0.2997,-0.1845,0.0145,1,2.11,0.545,0.536,0.238,,0.2977,0.1946,0.0147,1,1.99,0.491,1.000,0.834,,0.0023,-0.3408,0.0143,1,2.11,0.430,0.840,0.611,,-0.0017,0.3473,0.0147,1,2.15,0.450,0.694,0.424,,-0.2970,-0.1880,0.0144,1,2.20,0.655,1.081,0.886,,-0.2992,0.1911,0.0146,1,2.10,0.547,1.047,0.868,
0.158,28,tripod,0.0003,0.0032,0.1345,0.0005,-0.0001,0.0050,-0.0001,0.0004,-0.0003,-0.0024,-0.0002,-0.0569,0.000,0.000,0.0000,0.0000,0.2997,-0.1845,0.0144,1,2.17,0.491,0.492,0.182,STANCE,0.2977,0.1946,0.0147,1,1.96,0.347,0.983,0.821,STANCE,0.0023,-0.3408,0.0143,1,2.14,0.412,0.837,0.602,STANCE,-0.0017,0.3473,0.0147,1,2.03,0.316,0.679,0.431,STANCE,-0.2970,-0.1880,0.0144,1,2.24,0.529,1.098,0.898,STANCE,-0.2992,0.1911,0.0146,1,2.06,0.522,1.033,0.858,STANCE
0.180,32,tripod,0.0003,0.0032,0.1345,0.0005,-0.0001,0.0039,0.0000,0.0003,-0.0003,-0.0021,0.0000,-0.0521,0.000,0.000,0.0000,0.0000,0.2997,-0.1845,0.0144,1,2.22,0.475,0.466,0.150,STANCE,0.2976,0.1946,0.0146,1,1.94,0.322,0.980,0.820,STANCE,0.0023,-0.3408,0.0143,1,2.16,0.420,0.835,0.597,STANCE,-0.0017,0.3473,0.0147,1,2.00,0.308,0.678,0.436,STANCE,-0.2970,-0.1880,0.0144,1,2.23,0.499,1.103,0.906,STANCE,-0.2992,0.1911,0.0146,1,2.06,0.510,1.033,0.859,STANCE
0.209,36,tripod,0.0003,0.0032,0.1345,0.0005,-0.0001,0.0030,-0.0000,0.0003,-0.0004,-0.0020,0.0000,-0.0406,0.000,0.000,0.0000,0.0000,0.2997,-0.1845,0.0144,1,2.23,0.472,0.455,0.135,STANCE,0.2976,0.1946,0.0146,1,1.93,0.313,0.976,0.817,STANCE,0.0023,-0.3408,0.0143,1,2.16,0.422,0.836,0.598,STANCE,-0.0017,0.3473,0.0147,1,2.02,0.317,0.679,0.433,STANCE,-0.2970,-0.1880,0.0144,1,2.23,0.497,1.102,0.905,STANCE,-0.2992,0.1911,0.0146,1,2.06,0.507,1.033,0.860,STANCE
0.231,40,tripod,0.0003,0.0032,0.1345,0.0004,-0.0001,0.0023,0.0000,0.0003,-0.0004,-0.0018,0.0001,-0.0312,0.000,0.000,0.0000,0.0000,0.2997,-0.1845,0.0144,1,2.24,0.472,0.447,0.125,STANCE,0.2976,0.1946,0.0146,1,1.93,0.309,0.975,0.816,STANCE,0.0023,-0.3408,0.0143,1,2.17,0.424,0.837,0.599,STANCE,-0.0017,0.3473,0.0146,1,2.03,0.329,0.677,0.431,STANCE,-0.2970,-0.1880,0.0144,1,2.23,0.495,1.100,0.903,STANCE,-0.2992,0.1911,0.0146,1,2.06,0.505,1.037,0.863,STANCE
