step,tag,value,run
43170,Metrics/Normals_Cosine_Sim,0.739739179611206,ver_2-10_Phase-2
43220,Metrics/Normals_Cosine_Sim,0.7335964441299438,ver_2-10_Phase-2
43270,Metrics/Normals_Cosine_Sim,0.7366900444030762,ver_2-10_Phase-2
43320,Metrics/Normals_Cosine_Sim,0.7277899384498596,ver_2-10_Phase-2
43370,Metrics/Normals_Cosine_Sim,0.72618567943573,ver_2-10_Phase-2
43420,Metrics/Normals_Cosine_Sim,0.7224122881889343,ver_2-10_Phase-2
43470,Metrics/Normals_Cosine_Sim,0.7601819634437561,ver_2-10_Phase-2
43520,Metrics/Normals_Cosine_Sim,0.7495306134223938,ver_2-10_Phase-2
43570,Metrics/Normals_Cosine_Sim,0.7366358041763306,ver_2-10_Phase-2
43620,Metrics/Normals_Cosine_Sim,0.7455108165740967,ver_2-10_Phase-2
43670,Metrics/Normals_Cosine_Sim,0.7273975610733032,ver_2-10_Phase-2
43720,Metrics/Normals_Cosine_Sim,0.7188200950622559,ver_2-10_Phase-2
43770,Metrics/Normals_Cosine_Sim,0.7127793431282043,ver_2-10_Phase-2
43820,Metrics/Normals_Cosine_Sim,0.7386616468429565,ver_2-10_Phase-2
43870,Metrics/Normals_Cosine_Sim,0.742106020450592,ver_2-10_Phase-2
43920,Metrics/Normals_Cosine_Sim,0.7492236495018005,ver_2-10_Phase-2
43970,Metrics/Normals_Cosine_Sim,0.7582308650016785,ver_2-10_Phase-2
44020,Metrics/Normals_Cosine_Sim,0.7242470979690552,ver_2-10_Phase-2
44070,Metrics/Normals_Cosine_Sim,0.731441855430603,ver_2-10_Phase-2
44120,Metrics/Normals_Cosine_Sim,0.7136607766151428,ver_2-10_Phase-2
44170,Metrics/Normals_Cosine_Sim,0.7452466487884521,ver_2-10_Phase-2
44220,Metrics/Normals_Cosine_Sim,0.744245171546936,ver_2-10_Phase-2
44270,Metrics/Normals_Cosine_Sim,0.7319583892822266,ver_2-10_Phase-2
44320,Metrics/Normals_Cosine_Sim,0.7330350279808044,ver_2-10_Phase-2
44352,Metrics/Normals_Cosine_Sim,0.7223355770111084,ver_2-10_Phase-2
44402,Metrics/Normals_Cosine_Sim,0.7490634322166443,ver_2-10_Phase-2
44452,Metrics/Normals_Cosine_Sim,0.7334945201873779,ver_2-10_Phase-2
44502,Metrics/Normals_Cosine_Sim,0.7405056357383728,ver_2-10_Phase-2
44552,Metrics/Normals_Cosine_Sim,0.7433380484580994,ver_2-10_Phase-2
44602,Metrics/Normals_Cosine_Sim,0.7442888617515564,ver_2-10_Phase-2
44652,Metrics/Normals_Cosine_Sim,0.7208499312400818,ver_2-10_Phase-2
44702,Metrics/Normals_Cosine_Sim,0.735132098197937,ver_2-10_Phase-2
44752,Metrics/Normals_Cosine_Sim,0.7194576859474182,ver_2-10_Phase-2
44802,Metrics/Normals_Cosine_Sim,0.7479627132415771,ver_2-10_Phase-2
44852,Metrics/Normals_Cosine_Sim,0.7613322734832764,ver_2-10_Phase-2
44902,Metrics/Normals_Cosine_Sim,0.7237669229507446,ver_2-10_Phase-2
44952,Metrics/Normals_Cosine_Sim,0.7436314225196838,ver_2-10_Phase-2
45002,Metrics/Normals_Cosine_Sim,0.7704488039016724,ver_2-10_Phase-2
45052,Metrics/Normals_Cosine_Sim,0.7574305534362793,ver_2-10_Phase-2
45102,Metrics/Normals_Cosine_Sim,0.741723358631134,ver_2-10_Phase-2
45152,Metrics/Normals_Cosine_Sim,0.7528647184371948,ver_2-10_Phase-2
45202,Metrics/Normals_Cosine_Sim,0.7369915843009949,ver_2-10_Phase-2
45252,Metrics/Normals_Cosine_Sim,0.7572681307792664,ver_2-10_Phase-2
45302,Metrics/Normals_Cosine_Sim,0.748634934425354,ver_2-10_Phase-2
45352,Metrics/Normals_Cosine_Sim,0.7336908578872681,ver_2-10_Phase-2
45402,Metrics/Normals_Cosine_Sim,0.7455050349235535,ver_2-10_Phase-2
45452,Metrics/Normals_Cosine_Sim,0.728309154510498,ver_2-10_Phase-2
45502,Metrics/Normals_Cosine_Sim,0.7367405891418457,ver_2-10_Phase-2
45552,Metrics/Normals_Cosine_Sim,0.7355979084968567,ver_2-10_Phase-2
45584,Metrics/Normals_Cosine_Sim,0.7385753393173218,ver_2-10_Phase-2
45634,Metrics/Normals_Cosine_Sim,0.7417246103286743,ver_2-10_Phase-2
45684,Metrics/Normals_Cosine_Sim,0.717592179775238,ver_2-10_Phase-2
45734,Metrics/Normals_Cosine_Sim,0.7227385640144348,ver_2-10_Phase-2
45784,Metrics/Normals_Cosine_Sim,0.7534416317939758,ver_2-10_Phase-2
45834,Metrics/Normals_Cosine_Sim,0.7654399275779724,ver_2-10_Phase-2
45884,Metrics/Normals_Cosine_Sim,0.7487916350364685,ver_2-10_Phase-2
45934,Metrics/Normals_Cosine_Sim,0.7477196455001831,ver_2-10_Phase-2
45984,Metrics/Normals_Cosine_Sim,0.7567980885505676,ver_2-10_Phase-2
46034,Metrics/Normals_Cosine_Sim,0.7081419825553894,ver_2-10_Phase-2
46084,Metrics/Normals_Cosine_Sim,0.7398388981819153,ver_2-10_Phase-2
46134,Metrics/Normals_Cosine_Sim,0.7308175563812256,ver_2-10_Phase-2
46184,Metrics/Normals_Cosine_Sim,0.7135686278343201,ver_2-10_Phase-2
46234,Metrics/Normals_Cosine_Sim,0.7503710985183716,ver_2-10_Phase-2
46284,Metrics/Normals_Cosine_Sim,0.7386961579322815,ver_2-10_Phase-2
46334,Metrics/Normals_Cosine_Sim,0.7386775016784668,ver_2-10_Phase-2
30800,Metrics/Seg_Pixel_Accuracy,0.8322576880455017,ver_2-10_Phase-2
30850,Metrics/Seg_Pixel_Accuracy,0.8157817125320435,ver_2-10_Phase-2
30900,Metrics/Seg_Pixel_Accuracy,0.8084210753440857,ver_2-10_Phase-2
30950,Metrics/Seg_Pixel_Accuracy,0.8105316758155823,ver_2-10_Phase-2
31000,Metrics/Seg_Pixel_Accuracy,0.8322101831436157,ver_2-10_Phase-2
31050,Metrics/Seg_Pixel_Accuracy,0.8077189326286316,ver_2-10_Phase-2
31100,Metrics/Seg_Pixel_Accuracy,0.8030251860618591,ver_2-10_Phase-2
31150,Metrics/Seg_Pixel_Accuracy,0.8128045797348022,ver_2-10_Phase-2
31200,Metrics/Seg_Pixel_Accuracy,0.802416980266571,ver_2-10_Phase-2
31250,Metrics/Seg_Pixel_Accuracy,0.8193179368972778,ver_2-10_Phase-2
31300,Metrics/Seg_Pixel_Accuracy,0.8143166899681091,ver_2-10_Phase-2
31350,Metrics/Seg_Pixel_Accuracy,0.817872166633606,ver_2-10_Phase-2
31400,Metrics/Seg_Pixel_Accuracy,0.8061383962631226,ver_2-10_Phase-2
31450,Metrics/Seg_Pixel_Accuracy,0.8044247627258301,ver_2-10_Phase-2
31500,Metrics/Seg_Pixel_Accuracy,0.829414427280426,ver_2-10_Phase-2
31550,Metrics/Seg_Pixel_Accuracy,0.8124196529388428,ver_2-10_Phase-2
31600,Metrics/Seg_Pixel_Accuracy,0.8115419149398804,ver_2-10_Phase-2
31650,Metrics/Seg_Pixel_Accuracy,0.8093087077140808,ver_2-10_Phase-2
31700,Metrics/Seg_Pixel_Accuracy,0.7988128662109375,ver_2-10_Phase-2
31750,Metrics/Seg_Pixel_Accuracy,0.8203572034835815,ver_2-10_Phase-2
31800,Metrics/Seg_Pixel_Accuracy,0.8170134425163269,ver_2-10_Phase-2
31850,Metrics/Seg_Pixel_Accuracy,0.8202418088912964,ver_2-10_Phase-2
31900,Metrics/Seg_Pixel_Accuracy,0.8000892996788025,ver_2-10_Phase-2
31950,Metrics/Seg_Pixel_Accuracy,0.8191995620727539,ver_2-10_Phase-2
32000,Metrics/Seg_Pixel_Accuracy,0.8039501309394836,ver_2-10_Phase-2
32032,Metrics/Seg_Pixel_Accuracy,0.8255228400230408,ver_2-10_Phase-2
32082,Metrics/Seg_Pixel_Accuracy,0.8103153109550476,ver_2-10_Phase-2
32132,Metrics/Seg_Pixel_Accuracy,0.807185173034668,ver_2-10_Phase-2
32182,Metrics/Seg_Pixel_Accuracy,0.7960609793663025,ver_2-10_Phase-2
32232,Metrics/Seg_Pixel_Accuracy,0.8288184404373169,ver_2-10_Phase-2
32282,Metrics/Seg_Pixel_Accuracy,0.8232749104499817,ver_2-10_Phase-2
32332,Metrics/Seg_Pixel_Accuracy,0.8070681095123291,ver_2-10_Phase-2
32382,Metrics/Seg_Pixel_Accuracy,0.8042594194412231,ver_2-10_Phase-2
32432,Metrics/Seg_Pixel_Accuracy,0.807999849319458,ver_2-10_Phase-2
32482,Metrics/Seg_Pixel_Accuracy,0.7913246154785156,ver_2-10_Phase-2
32532,Metrics/Seg_Pixel_Accuracy,0.8138282895088196,ver_2-10_Phase-2
32582,Metrics/Seg_Pixel_Accuracy,0.8204970955848694,ver_2-10_Phase-2
32632,Metrics/Seg_Pixel_Accuracy,0.8067302703857422,ver_2-10_Phase-2
32682,Metrics/Seg_Pixel_Accuracy,0.7900588512420654,ver_2-10_Phase-2
32732,Metrics/Seg_Pixel_Accuracy,0.7935850620269775,ver_2-10_Phase-2
32782,Metrics/Seg_Pixel_Accuracy,0.8139921426773071,ver_2-10_Phase-2
32832,Metrics/Seg_Pixel_Accuracy,0.8174545764923096,ver_2-10_Phase-2
32882,Metrics/Seg_Pixel_Accuracy,0.81246018409729,ver_2-10_Phase-2
32932,Metrics/Seg_Pixel_Accuracy,0.8116074800491333,ver_2-10_Phase-2
32982,Metrics/Seg_Pixel_Accuracy,0.8310824036598206,ver_2-10_Phase-2
33032,Metrics/Seg_Pixel_Accuracy,0.8305414915084839,ver_2-10_Phase-2
33082,Metrics/Seg_Pixel_Accuracy,0.8147439360618591,ver_2-10_Phase-2
33132,Metrics/Seg_Pixel_Accuracy,0.8223280906677246,ver_2-10_Phase-2
33182,Metrics/Seg_Pixel_Accuracy,0.8196203112602234,ver_2-10_Phase-2
33232,Metrics/Seg_Pixel_Accuracy,0.840308427810669,ver_2-10_Phase-2
33264,Metrics/Seg_Pixel_Accuracy,0.8132389783859253,ver_2-10_Phase-2
33314,Metrics/Seg_Pixel_Accuracy,0.8124549984931946,ver_2-10_Phase-2
33364,Metrics/Seg_Pixel_Accuracy,0.8025500774383545,ver_2-10_Phase-2
33414,Metrics/Seg_Pixel_Accuracy,0.7979884743690491,ver_2-10_Phase-2
33464,Metrics/Seg_Pixel_Accuracy,0.8119598031044006,ver_2-10_Phase-2
33514,Metrics/Seg_Pixel_Accuracy,0.8277407884597778,ver_2-10_Phase-2
33564,Metrics/Seg_Pixel_Accuracy,0.8169425129890442,ver_2-10_Phase-2
33614,Metrics/Seg_Pixel_Accuracy,0.8361324667930603,ver_2-10_Phase-2
33664,Metrics/Seg_Pixel_Accuracy,0.8198825120925903,ver_2-10_Phase-2
33714,Metrics/Seg_Pixel_Accuracy,0.8176558613777161,ver_2-10_Phase-2
33764,Metrics/Seg_Pixel_Accuracy,0.8029248714447021,ver_2-10_Phase-2
33814,Metrics/Seg_Pixel_Accuracy,0.8356693983078003,ver_2-10_Phase-2
33864,Metrics/Seg_Pixel_Accuracy,0.8290006518363953,ver_2-10_Phase-2
33914,Metrics/Seg_Pixel_Accuracy,0.7984486818313599,ver_2-10_Phase-2
33964,Metrics/Seg_Pixel_Accuracy,0.813838541507721,ver_2-10_Phase-2
34014,Metrics/Seg_Pixel_Accuracy,0.8007481694221497,ver_2-10_Phase-2
34064,Metrics/Seg_Pixel_Accuracy,0.8267569541931152,ver_2-10_Phase-2
34114,Metrics/Seg_Pixel_Accuracy,0.8198264241218567,ver_2-10_Phase-2
34164,Metrics/Seg_Pixel_Accuracy,0.8076660633087158,ver_2-10_Phase-2
34214,Metrics/Seg_Pixel_Accuracy,0.815518319606781,ver_2-10_Phase-2
34264,Metrics/Seg_Pixel_Accuracy,0.7967254519462585,ver_2-10_Phase-2
34314,Metrics/Seg_Pixel_Accuracy,0.8239677548408508,ver_2-10_Phase-2
34364,Metrics/Seg_Pixel_Accuracy,0.8326103091239929,ver_2-10_Phase-2
34414,Metrics/Seg_Pixel_Accuracy,0.8298308253288269,ver_2-10_Phase-2
34464,Metrics/Seg_Pixel_Accuracy,0.8306934833526611,ver_2-10_Phase-2
34496,Metrics/Seg_Pixel_Accuracy,0.8159839510917664,ver_2-10_Phase-2
34546,Metrics/Seg_Pixel_Accuracy,0.819219172000885,ver_2-10_Phase-2
34596,Metrics/Seg_Pixel_Accuracy,0.7948305010795593,ver_2-10_Phase-2
34646,Metrics/Seg_Pixel_Accuracy,0.814910888671875,ver_2-10_Phase-2
34696,Metrics/Seg_Pixel_Accuracy,0.8155796527862549,ver_2-10_Phase-2
34746,Metrics/Seg_Pixel_Accuracy,0.8228890299797058,ver_2-10_Phase-2
34796,Metrics/Seg_Pixel_Accuracy,0.8126255869865417,ver_2-10_Phase-2
34846,Metrics/Seg_Pixel_Accuracy,0.8181891441345215,ver_2-10_Phase-2
34896,Metrics/Seg_Pixel_Accuracy,0.7969061136245728,ver_2-10_Phase-2
34946,Metrics/Seg_Pixel_Accuracy,0.8223692178726196,ver_2-10_Phase-2
34996,Metrics/Seg_Pixel_Accuracy,0.7925347685813904,ver_2-10_Phase-2
35046,Metrics/Seg_Pixel_Accuracy,0.8167573809623718,ver_2-10_Phase-2
35096,Metrics/Seg_Pixel_Accuracy,0.7732235193252563,ver_2-10_Phase-2
35146,Metrics/Seg_Pixel_Accuracy,0.8196151256561279,ver_2-10_Phase-2
35196,Metrics/Seg_Pixel_Accuracy,0.8037645816802979,ver_2-10_Phase-2
35246,Metrics/Seg_Pixel_Accuracy,0.8061403036117554,ver_2-10_Phase-2
35296,Metrics/Seg_Pixel_Accuracy,0.8120520114898682,ver_2-10_Phase-2
35346,Metrics/Seg_Pixel_Accuracy,0.8179206848144531,ver_2-10_Phase-2
35396,Metrics/Seg_Pixel_Accuracy,0.8337910771369934,ver_2-10_Phase-2
35446,Metrics/Seg_Pixel_Accuracy,0.8307080864906311,ver_2-10_Phase-2
35496,Metrics/Seg_Pixel_Accuracy,0.8178720474243164,ver_2-10_Phase-2
35546,Metrics/Seg_Pixel_Accuracy,0.8017475605010986,ver_2-10_Phase-2
35596,Metrics/Seg_Pixel_Accuracy,0.8113406300544739,ver_2-10_Phase-2
35646,Metrics/Seg_Pixel_Accuracy,0.8111864924430847,ver_2-10_Phase-2
35696,Metrics/Seg_Pixel_Accuracy,0.8073770999908447,ver_2-10_Phase-2
35728,Metrics/Seg_Pixel_Accuracy,0.8139433860778809,ver_2-10_Phase-2
35778,Metrics/Seg_Pixel_Accuracy,0.8194606900215149,ver_2-10_Phase-2
35828,Metrics/Seg_Pixel_Accuracy,0.8151975274085999,ver_2-10_Phase-2
35878,Metrics/Seg_Pixel_Accuracy,0.7946978211402893,ver_2-10_Phase-2
35928,Metrics/Seg_Pixel_Accuracy,0.8195183873176575,ver_2-10_Phase-2
35978,Metrics/Seg_Pixel_Accuracy,0.8177535533905029,ver_2-10_Phase-2
36028,Metrics/Seg_Pixel_Accuracy,0.8028468489646912,ver_2-10_Phase-2
36078,Metrics/Seg_Pixel_Accuracy,0.816970705986023,ver_2-10_Phase-2
36128,Metrics/Seg_Pixel_Accuracy,0.8255146145820618,ver_2-10_Phase-2
36178,Metrics/Seg_Pixel_Accuracy,0.8113093376159668,ver_2-10_Phase-2
36228,Metrics/Seg_Pixel_Accuracy,0.8094189763069153,ver_2-10_Phase-2
36278,Metrics/Seg_Pixel_Accuracy,0.815523087978363,ver_2-10_Phase-2
36328,Metrics/Seg_Pixel_Accuracy,0.8249871730804443,ver_2-10_Phase-2
36378,Metrics/Seg_Pixel_Accuracy,0.7992168664932251,ver_2-10_Phase-2
36428,Metrics/Seg_Pixel_Accuracy,0.8091773986816406,ver_2-10_Phase-2
36478,Metrics/Seg_Pixel_Accuracy,0.8056801557540894,ver_2-10_Phase-2
36528,Metrics/Seg_Pixel_Accuracy,0.8187814950942993,ver_2-10_Phase-2
36578,Metrics/Seg_Pixel_Accuracy,0.8242027163505554,ver_2-10_Phase-2
36628,Metrics/Seg_Pixel_Accuracy,0.8224184513092041,ver_2-10_Phase-2
36678,Metrics/Seg_Pixel_Accuracy,0.8258092403411865,ver_2-10_Phase-2
36728,Metrics/Seg_Pixel_Accuracy,0.8008427023887634,ver_2-10_Phase-2
36778,Metrics/Seg_Pixel_Accuracy,0.8226108551025391,ver_2-10_Phase-2
36828,Metrics/Seg_Pixel_Accuracy,0.8248561024665833,ver_2-10_Phase-2
36878,Metrics/Seg_Pixel_Accuracy,0.8219218850135803,ver_2-10_Phase-2
36928,Metrics/Seg_Pixel_Accuracy,0.8075065612792969,ver_2-10_Phase-2
36960,Metrics/Seg_Pixel_Accuracy,0.8055781126022339,ver_2-10_Phase-2
37010,Metrics/Seg_Pixel_Accuracy,0.8061605095863342,ver_2-10_Phase-2
37060,Metrics/Seg_Pixel_Accuracy,0.824168860912323,ver_2-10_Phase-2
37110,Metrics/Seg_Pixel_Accuracy,0.8265003561973572,ver_2-10_Phase-2
37160,Metrics/Seg_Pixel_Accuracy,0.8267592191696167,ver_2-10_Phase-2
37210,Metrics/Seg_Pixel_Accuracy,0.7942640781402588,ver_2-10_Phase-2
37260,Metrics/Seg_Pixel_Accuracy,0.7975689172744751,ver_2-10_Phase-2
37310,Metrics/Seg_Pixel_Accuracy,0.8214020133018494,ver_2-10_Phase-2
37360,Metrics/Seg_Pixel_Accuracy,0.7984176874160767,ver_2-10_Phase-2
37410,Metrics/Seg_Pixel_Accuracy,0.8101004362106323,ver_2-10_Phase-2
37460,Metrics/Seg_Pixel_Accuracy,0.8247925043106079,ver_2-10_Phase-2
37510,Metrics/Seg_Pixel_Accuracy,0.825666069984436,ver_2-10_Phase-2
37560,Metrics/Seg_Pixel_Accuracy,0.8026947379112244,ver_2-10_Phase-2
37610,Metrics/Seg_Pixel_Accuracy,0.8098936080932617,ver_2-10_Phase-2
37660,Metrics/Seg_Pixel_Accuracy,0.8052940964698792,ver_2-10_Phase-2
37710,Metrics/Seg_Pixel_Accuracy,0.8056488037109375,ver_2-10_Phase-2
37760,Metrics/Seg_Pixel_Accuracy,0.8212180137634277,ver_2-10_Phase-2
37810,Metrics/Seg_Pixel_Accuracy,0.8368343710899353,ver_2-10_Phase-2
37860,Metrics/Seg_Pixel_Accuracy,0.7967483401298523,ver_2-10_Phase-2
37910,Metrics/Seg_Pixel_Accuracy,0.8167627453804016,ver_2-10_Phase-2
37960,Metrics/Seg_Pixel_Accuracy,0.8169118762016296,ver_2-10_Phase-2
38010,Metrics/Seg_Pixel_Accuracy,0.8065052628517151,ver_2-10_Phase-2
38060,Metrics/Seg_Pixel_Accuracy,0.8035794496536255,ver_2-10_Phase-2
38110,Metrics/Seg_Pixel_Accuracy,0.8106518983840942,ver_2-10_Phase-2
38160,Metrics/Seg_Pixel_Accuracy,0.8079398274421692,ver_2-10_Phase-2
38192,Metrics/Seg_Pixel_Accuracy,0.7957220077514648,ver_2-10_Phase-2
38242,Metrics/Seg_Pixel_Accuracy,0.816664457321167,ver_2-10_Phase-2
38292,Metrics/Seg_Pixel_Accuracy,0.8224499225616455,ver_2-10_Phase-2
38342,Metrics/Seg_Pixel_Accuracy,0.8159732818603516,ver_2-10_Phase-2
38392,Metrics/Seg_Pixel_Accuracy,0.8221656084060669,ver_2-10_Phase-2
38442,Metrics/Seg_Pixel_Accuracy,0.804623544216156,ver_2-10_Phase-2
38492,Metrics/Seg_Pixel_Accuracy,0.818412184715271,ver_2-10_Phase-2
38542,Metrics/Seg_Pixel_Accuracy,0.7879225015640259,ver_2-10_Phase-2
38592,Metrics/Seg_Pixel_Accuracy,0.7903730869293213,ver_2-10_Phase-2
38642,Metrics/Seg_Pixel_Accuracy,0.8301492929458618,ver_2-10_Phase-2
38692,Metrics/Seg_Pixel_Accuracy,0.7961546778678894,ver_2-10_Phase-2
38742,Metrics/Seg_Pixel_Accuracy,0.839579164981842,ver_2-10_Phase-2
38792,Metrics/Seg_Pixel_Accuracy,0.8098329901695251,ver_2-10_Phase-2
38842,Metrics/Seg_Pixel_Accuracy,0.7951548099517822,ver_2-10_Phase-2
38892,Metrics/Seg_Pixel_Accuracy,0.8127138614654541,ver_2-10_Phase-2
38942,Metrics/Seg_Pixel_Accuracy,0.803417980670929,ver_2-10_Phase-2
38992,Metrics/Seg_Pixel_Accuracy,0.8159821033477783,ver_2-10_Phase-2
39042,Metrics/Seg_Pixel_Accuracy,0.820780873298645,ver_2-10_Phase-2
39092,Metrics/Seg_Pixel_Accuracy,0.7948406338691711,ver_2-10_Phase-2
39142,Metrics/Seg_Pixel_Accuracy,0.8323407769203186,ver_2-10_Phase-2
39192,Metrics/Seg_Pixel_Accuracy,0.8101447820663452,ver_2-10_Phase-2
39242,Metrics/Seg_Pixel_Accuracy,0.8078652024269104,ver_2-10_Phase-2
39292,Metrics/Seg_Pixel_Accuracy,0.8217886686325073,ver_2-10_Phase-2
39342,Metrics/Seg_Pixel_Accuracy,0.8257509469985962,ver_2-10_Phase-2
39392,Metrics/Seg_Pixel_Accuracy,0.8063977360725403,ver_2-10_Phase-2
39424,Metrics/Seg_Pixel_Accuracy,0.8265902400016785,ver_2-10_Phase-2
39474,Metrics/Seg_Pixel_Accuracy,0.813424289226532,ver_2-10_Phase-2
39524,Metrics/Seg_Pixel_Accuracy,0.8148711919784546,ver_2-10_Phase-2
39574,Metrics/Seg_Pixel_Accuracy,0.8149373531341553,ver_2-10_Phase-2
39624,Metrics/Seg_Pixel_Accuracy,0.8151954412460327,ver_2-10_Phase-2
39674,Metrics/Seg_Pixel_Accuracy,0.8226678371429443,ver_2-10_Phase-2
39724,Metrics/Seg_Pixel_Accuracy,0.7927654981613159,ver_2-10_Phase-2
39774,Metrics/Seg_Pixel_Accuracy,0.8274728655815125,ver_2-10_Phase-2
39824,Metrics/Seg_Pixel_Accuracy,0.8183916211128235,ver_2-10_Phase-2
39874,Metrics/Seg_Pixel_Accuracy,0.8084174394607544,ver_2-10_Phase-2
39924,Metrics/Seg_Pixel_Accuracy,0.8041843771934509,ver_2-10_Phase-2
39974,Metrics/Seg_Pixel_Accuracy,0.8149387240409851,ver_2-10_Phase-2
40024,Metrics/Seg_Pixel_Accuracy,0.8048346638679504,ver_2-10_Phase-2
40074,Metrics/Seg_Pixel_Accuracy,0.8080227971076965,ver_2-10_Phase-2
40124,Metrics/Seg_Pixel_Accuracy,0.8045320510864258,ver_2-10_Phase-2
40174,Metrics/Seg_Pixel_Accuracy,0.8249554634094238,ver_2-10_Phase-2
40224,Metrics/Seg_Pixel_Accuracy,0.8100988864898682,ver_2-10_Phase-2
40274,Metrics/Seg_Pixel_Accuracy,0.826547384262085,ver_2-10_Phase-2
40324,Metrics/Seg_Pixel_Accuracy,0.8179578185081482,ver_2-10_Phase-2
40374,Metrics/Seg_Pixel_Accuracy,0.8159992694854736,ver_2-10_Phase-2
40424,Metrics/Seg_Pixel_Accuracy,0.8127247095108032,ver_2-10_Phase-2
40474,Metrics/Seg_Pixel_Accuracy,0.809511661529541,ver_2-10_Phase-2
40524,Metrics/Seg_Pixel_Accuracy,0.831942081451416,ver_2-10_Phase-2
40574,Metrics/Seg_Pixel_Accuracy,0.8232253789901733,ver_2-10_Phase-2
40624,Metrics/Seg_Pixel_Accuracy,0.8201871514320374,ver_2-10_Phase-2
40656,Metrics/Seg_Pixel_Accuracy,0.8130272626876831,ver_2-10_Phase-2
40706,Metrics/Seg_Pixel_Accuracy,0.8176272511482239,ver_2-10_Phase-2
40756,Metrics/Seg_Pixel_Accuracy,0.8110383152961731,ver_2-10_Phase-2
40806,Metrics/Seg_Pixel_Accuracy,0.8268081545829773,ver_2-10_Phase-2
40856,Metrics/Seg_Pixel_Accuracy,0.8112040758132935,ver_2-10_Phase-2
40906,Metrics/Seg_Pixel_Accuracy,0.8156573176383972,ver_2-10_Phase-2
40956,Metrics/Seg_Pixel_Accuracy,0.800310492515564,ver_2-10_Phase-2
41006,Metrics/Seg_Pixel_Accuracy,0.8222574591636658,ver_2-10_Phase-2
41056,Metrics/Seg_Pixel_Accuracy,0.8174307942390442,ver_2-10_Phase-2
41106,Metrics/Seg_Pixel_Accuracy,0.800814688205719,ver_2-10_Phase-2
41156,Metrics/Seg_Pixel_Accuracy,0.8175785541534424,ver_2-10_Phase-2
41206,Metrics/Seg_Pixel_Accuracy,0.8186224699020386,ver_2-10_Phase-2
41256,Metrics/Seg_Pixel_Accuracy,0.8218213319778442,ver_2-10_Phase-2
41306,Metrics/Seg_Pixel_Accuracy,0.8339961171150208,ver_2-10_Phase-2
41356,Metrics/Seg_Pixel_Accuracy,0.778602123260498,ver_2-10_Phase-2
41406,Metrics/Seg_Pixel_Accuracy,0.8031648397445679,ver_2-10_Phase-2
41456,Metrics/Seg_Pixel_Accuracy,0.8390885591506958,ver_2-10_Phase-2
41506,Metrics/Seg_Pixel_Accuracy,0.8280088305473328,ver_2-10_Phase-2
41556,Metrics/Seg_Pixel_Accuracy,0.7954702377319336,ver_2-10_Phase-2
41606,Metrics/Seg_Pixel_Accuracy,0.8114251494407654,ver_2-10_Phase-2
41656,Metrics/Seg_Pixel_Accuracy,0.7996125817298889,ver_2-10_Phase-2
41706,Metrics/Seg_Pixel_Accuracy,0.8172449469566345,ver_2-10_Phase-2
41756,Metrics/Seg_Pixel_Accuracy,0.8150695562362671,ver_2-10_Phase-2
41806,Metrics/Seg_Pixel_Accuracy,0.8211227059364319,ver_2-10_Phase-2
41856,Metrics/Seg_Pixel_Accuracy,0.8124306201934814,ver_2-10_Phase-2
41888,Metrics/Seg_Pixel_Accuracy,0.8096436262130737,ver_2-10_Phase-2
41938,Metrics/Seg_Pixel_Accuracy,0.8453860878944397,ver_2-10_Phase-2
41988,Metrics/Seg_Pixel_Accuracy,0.7991294264793396,ver_2-10_Phase-2
42038,Metrics/Seg_Pixel_Accuracy,0.8107398152351379,ver_2-10_Phase-2
42088,Metrics/Seg_Pixel_Accuracy,0.8471438884735107,ver_2-10_Phase-2
42138,Metrics/Seg_Pixel_Accuracy,0.8188314437866211,ver_2-10_Phase-2
42188,Metrics/Seg_Pixel_Accuracy,0.8200126886367798,ver_2-10_Phase-2
42238,Metrics/Seg_Pixel_Accuracy,0.8030588626861572,ver_2-10_Phase-2
42288,Metrics/Seg_Pixel_Accuracy,0.8104279637336731,ver_2-10_Phase-2
42338,Metrics/Seg_Pixel_Accuracy,0.8087809085845947,ver_2-10_Phase-2
42388,Metrics/Seg_Pixel_Accuracy,0.8189072608947754,ver_2-10_Phase-2
42438,Metrics/Seg_Pixel_Accuracy,0.8144225478172302,ver_2-10_Phase-2
42488,Metrics/Seg_Pixel_Accuracy,0.8239949941635132,ver_2-10_Phase-2
42538,Metrics/Seg_Pixel_Accuracy,0.809131920337677,ver_2-10_Phase-2
42588,Metrics/Seg_Pixel_Accuracy,0.8233510851860046,ver_2-10_Phase-2
42638,Metrics/Seg_Pixel_Accuracy,0.8245387673377991,ver_2-10_Phase-2
42688,Metrics/Seg_Pixel_Accuracy,0.8229092359542847,ver_2-10_Phase-2
42738,Metrics/Seg_Pixel_Accuracy,0.7961971759796143,ver_2-10_Phase-2
42788,Metrics/Seg_Pixel_Accuracy,0.8048495054244995,ver_2-10_Phase-2
42838,Metrics/Seg_Pixel_Accuracy,0.8216410279273987,ver_2-10_Phase-2
42888,Metrics/Seg_Pixel_Accuracy,0.8208025097846985,ver_2-10_Phase-2
42938,Metrics/Seg_Pixel_Accuracy,0.8292245268821716,ver_2-10_Phase-2
42988,Metrics/Seg_Pixel_Accuracy,0.8338947296142578,ver_2-10_Phase-2
43038,Metrics/Seg_Pixel_Accuracy,0.8095841407775879,ver_2-10_Phase-2
